actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
165,PT11M18.00S,2023-05-20T01:02:12.9Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,28,24,2023-05-20T01:03:24Z,1590000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1627763]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Brogdon,1627763.0,,
166,PT11M18.00S,2023-05-20T01:02:12.9Z,2,REGULAR,steal,,[],1627763,,,1610612738,28,24,2023-05-20T01:02:15Z,1600000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
167,PT11M14.00S,2023-05-20T01:02:16.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627763,69.07030223390277,72.05882352941177,1610612738,31,24,2023-05-20T01:03:52Z,1610000,False,110.0,238.0,1,right,M. Brogdon 26' 3PT running pullup (3 PTS),[1627763],1610612738.0,BOS,running pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.25,Made,3.0,,,,,,,,,,,,,,,,,
168,PT11M01.00S,2023-05-20T01:02:29.7Z,2,REGULAR,2pt,Jump Shot,[],1629216,19.71090670170828,12.768075980392158,1610612748,31,24,2023-05-20T01:06:45Z,1620000,False,186.0,133.0,1,left,MISS G. Vincent 22' step back Shot,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right,22.87,Missed,,,,,,,,,,,,,,,,,,
169,PT10M59.00S,2023-05-20T01:02:31.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,24,2023-05-20T01:03:05Z,1630000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,168.0,4.0,3.0,1.0,,,,,,,,,,,,,
170,PT10M48.00S,2023-05-20T01:02:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,80.89684625492772,36.51960784313725,1610612738,33,24,2023-05-20T01:03:18Z,1640000,False,-67.0,127.0,1,right,J. Tatum 14' driving floating Jump Shot (14 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,14.39,Made,14.0,,,,,,,,,,,,,,,,,
172,PT10M46.00S,2023-05-20T01:02:50.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,33,24,2023-05-20T01:02:50Z,1650000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M38.00S,2023-05-20T01:06:39.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612748,33,24,2023-05-20T01:06:48Z,1660000,False,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,2534.0,2.0,0.0,Lowry,200768.0,,,,,,,,
175,PT10M33.00S,2023-05-20T01:06:58.4Z,2,REGULAR,3pt,Jump Shot,[],1629130,33.196452036793694,60.78431372549019,1610612748,33,24,2023-05-20T01:07:04Z,1680000,False,-54.0,260.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
176,PT10M32.00S,2023-05-20T01:06:59.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,24,2023-05-20T01:07:04Z,1690000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,175.0,5.0,4.0,1.0,,,,,,,,,,,,,
177,PT10M21.00S,2023-05-20T01:07:10.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,88.78120893561103,54.90196078431373,1610612738,35,24,2023-05-20T01:07:14Z,1700000,False,25.0,53.0,1,right,M. Brogdon driving floating bank Jump Shot (5 PTS) (J. Tatum 3 AST),"[1627763, 1628369]",1610612738.0,BOS,driving floating bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,5.0,,,,,,,,,,J. Tatum,1628369.0,3.0,,,,,
179,PT09M58.00S,2023-05-20T01:07:33.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628997,12.959921156373195,35.53921568627451,1610612748,35,26,2023-05-20T01:07:38Z,1720000,False,72.0,69.0,1,left,C. Martin 10' driving bank Hook (4 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,driving bank,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Right,10.01,Made,4.0,,,,,,,,,,K. Lowry,200768.0,1.0,,,,,
181,PT09M38.00S,2023-05-20T01:07:52.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,65.91655716162943,67.15686274509804,1610612738,38,26,2023-05-20T01:07:57Z,1740000,False,86.0,268.0,1,right,D. White 28' 3PT  (9 PTS) (J. Tatum 4 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,28.13,Made,9.0,,,,,,,,,,J. Tatum,1628369.0,4.0,,,,,
183,PT09M18.00S,2023-05-20T01:08:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,8.360709592641262,48.03921568627451,1610612748,38,28,2023-05-20T01:08:17Z,1760000,False,10.0,26.0,1,left,D. Robinson cutting Layup (2 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,2.79,Made,2.0,,,,,,,,,,B. Adebayo,1628389.0,2.0,,,,,
185,PT09M08.00S,2023-05-20T01:08:24.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627763,93.24901445466492,50.0,1610612738,40,28,2023-05-20T01:08:32Z,1780000,False,0.0,11.0,1,right,M. Brogdon driving Layup (7 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.1,Made,7.0,,,,,,,,,,,,,,,,,
186,PT09M08.00S,2023-05-20T01:08:27.5Z,2,REGULAR,violation,defensive goaltending,[],1628389,,,1610612738,40,28,2023-05-20T01:08:32Z,1790000,False,,,0,,B. Adebayo defensive goaltending VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,
187,PT08M57.00S,2023-05-20T01:08:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612748,40,28,2023-05-20T01:09:28Z,1800000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629684, 1628389]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204059.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
189,PT08M57.00S,2023-05-20T01:09:53.7Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,40,29,2023-05-20T01:09:53Z,1820000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
190,PT08M57.00S,2023-05-20T01:09:54.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,40,29,2023-05-20T01:10:01Z,1830000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M57.00S,2023-05-20T01:09:54.8Z,2,REGULAR,substitution,out,[],200768,,,1610612748,40,29,2023-05-20T01:10:01Z,1840000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M57.00S,2023-05-20T01:09:54.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,40,29,2023-05-20T01:10:01Z,1850000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M57.00S,2023-05-20T01:09:54.8Z,2,REGULAR,substitution,in,[],202710,,,1610612748,40,29,2023-05-20T01:10:01Z,1860000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M57.00S,2023-05-20T01:10:22.8Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,40,30,2023-05-20T01:10:22Z,1870000,False,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
195,PT08M45.00S,2023-05-20T01:10:39.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,66.5735873850197,58.82352941176471,1610612738,40,30,2023-05-20T01:10:48Z,1880000,False,44.0,262.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
196,PT08M43.00S,2023-05-20T01:10:41.8Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,40,30,2023-05-20T01:10:48Z,1890000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT08M24.00S,2023-05-20T01:11:00.2Z,2,REGULAR,3pt,Jump Shot,[],1628997,31.488173455978973,31.127450980392158,1610612748,40,30,2023-05-20T01:11:44Z,1900000,False,94.0,243.0,1,left,MISS C. Martin 26' pullup 3PT,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
198,PT08M23.00S,2023-05-20T01:11:01.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,40,30,2023-05-20T01:11:07Z,1910000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,197.0,,,,,,,,,,,,,,,,
200,PT08M15.00S,2023-05-20T01:11:27.1Z,2,REGULAR,foul,offensive,[],1629057,,,1610612738,40,30,2023-05-20T01:11:32Z,1930000,False,,,0,,R. Williams III offensive FOUL (2 PF),"[1629057, 1629216]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right Center,,,,,,,,202058.0,2.0,0.0,Vincent,1629216.0,,,,,,,,
202,PT08M15.00S,2023-05-20T01:11:27.1Z,2,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,40,30,2023-05-20T01:11:27Z,1950000,False,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right Center,,,,,,,,202058.0,,,,,,,,1.0,,,,
203,PT08M05.00S,2023-05-20T01:11:45.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,32.14520367936925,30.392156862745097,1610612748,40,33,2023-05-20T01:11:50Z,1960000,False,98.0,250.0,1,left,C. Martin 26' 3PT  (7 PTS) (B. Adebayo 3 AST),"[1628997, 1628389]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.82,Made,7.0,,,,,,,,,,B. Adebayo,1628389.0,3.0,,,,,
205,PT07M46.00S,2023-05-20T01:12:04.0Z,2,REGULAR,3pt,Jump Shot,[],1627763,67.36202365308804,64.95098039215686,1610612738,40,33,2023-05-20T01:12:10Z,1980000,False,75.0,254.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,
206,PT07M44.00S,2023-05-20T01:12:06.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,40,33,2023-05-20T01:12:10Z,1990000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,205.0,6.0,6.0,0.0,,,,,,,,,,,,,
207,PT07M25.00S,2023-05-20T01:12:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.850854139290407,35.78431372549019,1610612748,40,33,2023-05-20T01:13:11Z,2000000,False,71.0,96.0,1,left,MISS B. Adebayo 11' bank Shot,[1628389],1610612748.0,MIA,bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,11.99,Missed,,,,,,,,,,,,,,,,,,
208,PT07M24.00S,2023-05-20T01:12:26.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,40,33,2023-05-20T01:12:34Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,207.0,,,,,,,,,,,,,,,,
210,PT07M24.00S,2023-05-20T01:12:40.9Z,2,REGULAR,substitution,out,[],1627763,,,1610612748,40,33,2023-05-20T01:12:45Z,2030000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M24.00S,2023-05-20T01:12:40.9Z,2,REGULAR,substitution,in,[],203935,,,1610612748,40,33,2023-05-20T01:12:45Z,2040000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M14.00S,2023-05-20T01:13:10.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,8.623521681997373,54.90196078431373,1610612748,40,35,2023-05-20T01:13:21Z,2050000,False,-25.0,29.0,1,left,C. Martin driving reverse Layup (9 PTS) (D. Robinson 1 AST),"[1628997, 1629130]",1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.77,Made,9.0,,,,,,,,,,D. Robinson,1629130.0,1.0,,,,,
215,PT06M57.00S,2023-05-20T01:13:44.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,69.85873850197109,25.98039215686275,1610612738,40,35,2023-05-20T01:13:51Z,2080000,False,-120.0,231.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
216,PT06M56.00S,2023-05-20T01:13:45.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,40,35,2023-05-20T01:13:51Z,2090000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,
217,PT06M46.00S,2023-05-20T01:13:55.9Z,2,REGULAR,3pt,Jump Shot,[],1628997,29.77989487516426,25.735294117647058,1610612748,40,38,2023-05-20T01:14:01Z,2100000,False,121.0,227.0,1,left,C. Martin 25' 3PT  (12 PTS) (J. Butler 2 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.77,Made,12.0,,,,,,,,,,J. Butler,202710.0,2.0,,,,,
219,PT06M26.00S,2023-05-20T01:14:17.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,94.1688567674113,51.470588235294116,1610612738,42,38,2023-05-20T01:18:48Z,2120000,False,7.0,2.0,1,right,R. Williams III reverse Layup (4 PTS) (D. White 1 AST),"[1629057, 1628401]",1610612738.0,BOS,reverse,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,,,,,,,,,,D. White,1628401.0,1.0,,,,,
221,PT06M26.00S,2023-05-20T01:14:19.6Z,2,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612738,42,38,2023-05-20T01:14:28Z,2140000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Williams III 1 FT),"[1628389, 1629057]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,2.0,0.0,Williams III,1629057.0,,,,,,,,
223,PT06M26.00S,2023-05-20T01:15:02.2Z,2,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,42,38,2023-05-20T01:15:05Z,2160000,False,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
224,PT06M26.00S,2023-05-20T01:15:02.2Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,42,38,2023-05-20T01:15:05Z,2170000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,223.0,7.0,7.0,0.0,,,,,,,,,,,,,
225,PT06M09.00S,2023-05-20T01:15:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,14.14257555847569,36.76470588235294,1610612748,42,40,2023-05-20T01:15:23Z,2180000,False,66.0,80.0,1,left,J. Butler 10' driving Layup (8 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,10.41,Made,8.0,,,,,,,,,,,,,,,,,
226,PT06M02.00S,2023-05-20T01:15:28.3Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,42,40,2023-05-20T01:15:34Z,2190000,False,,,0,,D. White lost ball out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,lost ball,,,White,D. White,,,,,Mid-Range,16-24 Left,,,,,,,,2534.0,,,,,,,,1.0,,,,
227,PT06M02.00S,2023-05-20T01:15:35.4Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,42,40,2023-05-20T01:15:43Z,2200000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M02.00S,2023-05-20T01:15:35.4Z,2,REGULAR,substitution,in,[],201143,,,1610612748,42,40,2023-05-20T01:15:43Z,2210000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M46.00S,2023-05-20T01:16:00.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,8.492115637319317,54.41176470588235,1610612748,42,42,2023-05-20T01:16:05Z,2220000,False,-22.0,27.0,1,left,D. Robinson cutting Layup (4 PTS) (B. Adebayo 4 AST),"[1629130, 1628389]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,3.51,Made,4.0,,,,,,,,,,B. Adebayo,1628389.0,4.0,,,,,
231,PT05M46.00S,2023-05-20T01:16:08.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,42,2023-05-20T01:16:08Z,2240000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M46.00S,2023-05-20T01:19:07.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,42,42,2023-05-20T01:19:27Z,2250000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M46.00S,2023-05-20T01:19:07.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,42,42,2023-05-20T01:19:27Z,2260000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M33.00S,2023-05-20T01:19:55.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.72733245729303,27.205882352941174,1610612738,42,42,2023-05-20T01:20:05Z,2270000,False,-114.0,232.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
235,PT05M32.00S,2023-05-20T01:19:56.9Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,42,42,2023-05-20T01:20:05Z,2280000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,234.0,8.0,8.0,0.0,,,,,,,,,,,,,
236,PT05M16.00S,2023-05-20T01:20:13.0Z,2,REGULAR,3pt,Jump Shot,[],1629130,25.443495400788436,87.5,1610612748,42,45,2023-05-20T01:20:51Z,2290000,False,-188.0,187.0,1,left,D. Robinson 26' 3PT pullup (7 PTS) (B. Adebayo 5 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,26.46,Made,7.0,,,,,,,,,,B. Adebayo,1628389.0,5.0,,,,,
239,PT05M10.00S,2023-05-20T01:20:19.6Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,42,45,2023-05-20T01:20:25Z,2320000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1629216]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,
240,PT05M10.00S,2023-05-20T01:20:19.6Z,2,REGULAR,steal,,[],1629216,,,1610612748,42,45,2023-05-20T01:20:23Z,2330000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT04M57.00S,2023-05-20T01:20:31.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,24.129434954007884,37.00980392156863,1610612748,42,47,2023-05-20T01:20:36Z,2340000,False,65.0,174.0,1,left,C. Martin 18' pullup Jump Shot (14 PTS) (J. Butler 3 AST),"[1628997, 202710]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,18.6,Made,14.0,,,,,,,,,,J. Butler,202710.0,3.0,,,,,
243,PT04M39.00S,2023-05-20T01:20:50.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,91.32720105124835,58.19929534313725,1610612738,42,47,2023-05-20T01:23:30Z,2360000,False,41.0,29.0,1,right,MISS A. Horford driving bank Hook,[201143],1610612738.0,BOS,driving bank,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,,
244,PT04M37.00S,2023-05-20T01:20:52.6Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,42,47,2023-05-20T01:23:57Z,2370000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,243.0,1.0,0.0,1.0,,,,,,,,,,,,,
266,PT04M37.00S,2023-05-20T01:20:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,91.80354796320631,52.94117647058824,1610612738,42,47,2023-05-20T01:24:23Z,2375000,False,15.0,25.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
267,PT04M36.00S,2023-05-20T01:21:00.9Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,42,47,2023-05-20T01:24:23Z,2377500,False,,,0,,B. Adebayo REBOUND (Off:0 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,266.0,9.0,9.0,0.0,,,,,,,,,,,,,
245,PT04M20.00S,2023-05-20T01:21:09.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.770696452036795,37.99019607843137,1610612748,42,47,2023-05-20T01:21:16Z,2380000,False,60.0,105.0,1,left,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.1,Missed,,,,,,,,,,,,,,,,,,
246,PT04M19.00S,2023-05-20T01:21:10.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,42,47,2023-05-20T01:21:16Z,2390000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,
247,PT04M06.00S,2023-05-20T01:21:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.62089356110381,50.98039215686274,1610612738,44,47,2023-05-20T01:21:26Z,2400000,False,5.0,36.0,1,right,J. Brown driving finger roll Layup (4 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.6,Made,4.0,,,,,,,,,,A. Horford,201143.0,1.0,,,,,
249,PT03M47.00S,2023-05-20T01:21:42.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,11.383048620236531,52.69607843137255,1610612748,44,47,2023-05-20T01:21:49Z,2420000,False,-13.0,55.0,1,left,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
250,PT03M45.00S,2023-05-20T01:21:44.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,47,2023-05-20T01:21:49Z,2430000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,,
251,PT03M36.00S,2023-05-20T01:21:53.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,92.72339027595268,49.50980392156863,1610612738,46,47,2023-05-20T01:21:58Z,2440000,False,-2.0,16.0,1,right,J. Brown driving DUNK (6 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.61,Made,6.0,,,,,,,,,,A. Horford,201143.0,2.0,,,,,
