actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
511,PT06M37.00S,2023-05-20T02:29:07.7Z,4,REGULAR,3pt,Jump Shot,[],1629684,29.122864651773984,78.43137254901961,1610612738,96,87,2023-05-20T02:29:11Z,4940000,False,-142.0,221.0,1,left,G. Williams 26' 3PT  (5 PTS) (J. Brown 3 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.3,Made,5.0,,,,,,,,,,J. Brown,1627759.0,3.0,,,,,
513,PT06M22.00S,2023-05-20T02:29:24.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,87.33574244415243,50.245098039215684,1610612748,96,89,2023-05-20T02:36:29Z,4960000,False,1.0,67.0,1,right,J. Butler 6' turnaround Jump Shot (20 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,20.0,,,,,,,,,,,,,,,,,
514,PT06M22.00S,2023-05-20T02:29:40.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612748,96,89,2023-05-20T02:30:01Z,4970000,False,,,0,,G. Williams shooting personal FOUL (3 PF) (Butler 1 FT),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2534.0,3.0,0.0,Butler,202710.0,,,,,,,,
516,PT06M22.00S,2023-05-20T02:30:10.3Z,4,REGULAR,foul,technical,[],202710,,,1610612748,96,89,2023-05-20T02:30:25Z,4990000,False,,,0,,J. Butler double technical FOUL (1 Tech),[202710],1610612748.0,MIA,double,,,Butler,J. Butler,,,,,,,,,,,,,,2534.0,0.0,1.0,,,,,,,,,,
517,PT06M22.00S,2023-05-20T02:30:10.3Z,4,REGULAR,foul,technical,['inpenalty'],1629684,,,1610612748,96,89,2023-05-20T02:30:25Z,5000000,False,,,0,,G. Williams double technical FOUL (1 Tech),[1629684],1610612738.0,BOS,double,,,Williams,G. Williams,,,,,,,,,,,,,,2534.0,3.0,1.0,,,,,,,,,,
518,PT06M22.00S,2023-05-20T02:30:19.3Z,4,REGULAR,substitution,out,[],1628401,,,1610612748,96,89,2023-05-20T02:30:25Z,5010000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT06M22.00S,2023-05-20T02:30:19.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,96,89,2023-05-20T02:30:25Z,5020000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT06M22.00S,2023-05-20T02:30:19.3Z,4,REGULAR,substitution,out,[],200768,,,1610612748,96,89,2023-05-20T02:30:33Z,5025000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT06M22.00S,2023-05-20T02:30:19.3Z,4,REGULAR,substitution,in,[],1628997,,,1610612748,96,89,2023-05-20T02:30:33Z,5027500,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT06M22.00S,2023-05-20T02:30:27.9Z,4,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,96,90,2023-05-20T02:30:27Z,5030000,False,,,0,,J. Butler Free Throw 1 of 1 (21 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
523,PT06M08.00S,2023-05-20T02:30:43.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,30.17411300919842,74.01960784313727,1610612738,96,90,2023-05-20T02:33:00Z,5040000,False,-120.0,231.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
524,PT06M07.00S,2023-05-20T02:30:44.4Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,96,90,2023-05-20T02:30:58Z,5050000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:12),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,523.0,12.0,12.0,0.0,,,,,,,,,,,,,
526,PT05M44.00S,2023-05-20T02:31:26.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.61892247043363,45.615042892156865,1610612748,96,92,2023-05-20T02:32:29Z,5070000,False,-22.0,45.0,1,right,J. Butler driving floating Jump Shot (23 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.01,Made,23.0,,,,,,,,,,,,,,,,,
527,PT05M15.00S,2023-05-20T02:31:57.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.176084099868594,57.13082107843137,1610612738,98,92,2023-05-20T02:32:09Z,5080000,False,-36.0,6.0,1,left,G. Williams driving Layup (7 PTS),[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,3.61,Made,7.0,,,,,,,,,,,,,,,,,
529,PT04M57.00S,2023-05-20T02:32:16.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612748,98,92,2023-05-20T02:32:24Z,5100000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1627759, 1628389]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,
531,PT04M57.00S,2023-05-20T02:32:44.3Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,98,93,2023-05-20T02:32:44Z,5120000,False,,,0,,B. Adebayo Free Throw 1 of 2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
532,PT04M57.00S,2023-05-20T02:32:45.7Z,4,REGULAR,substitution,out,[],1627763,,,1610612748,98,93,2023-05-20T02:32:49Z,5130000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT04M57.00S,2023-05-20T02:32:45.7Z,4,REGULAR,substitution,in,[],203935,,,1610612748,98,93,2023-05-20T02:32:49Z,5140000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT04M57.00S,2023-05-20T02:33:08.7Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,98,94,2023-05-20T02:33:08Z,5150000,False,,,0,,B. Adebayo Free Throw 2 of 2 (18 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
535,PT04M46.00S,2023-05-20T02:33:25.6Z,4,REGULAR,turnover,traveling,[],1627759,,,1610612738,98,94,2023-05-20T02:33:30Z,5160000,False,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,202058.0,,,,,,,,2.0,,,,
536,PT04M36.00S,2023-05-20T02:33:47.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,94.1688567674113,50.245098039215684,1610612748,98,96,2023-05-20T02:33:51Z,5170000,False,1.0,2.0,1,right,D. Robinson cutting Layup (15 PTS) (B. Adebayo 9 AST),"[1629130, 1628389]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,0.26,Made,15.0,,,,,,,,,,B. Adebayo,1628389.0,9.0,,,,,
538,PT04M17.00S,2023-05-20T02:34:05.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,9.017739816031538,4.166666666666666,1610612738,98,96,2023-05-20T02:34:17Z,5190000,False,229.0,32.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
539,PT04M16.00S,2023-05-20T02:34:06.9Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,98,96,2023-05-20T02:34:17Z,5200000,False,,,0,,J. Brown REBOUND (Off:3 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,538.0,3.0,0.0,3.0,,,,,,,,,,,,,
540,PT04M13.00S,2023-05-20T02:34:10.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,7.490144546649148,55.62959558823529,1610612738,98,96,2023-05-20T02:40:04Z,5210000,False,-28.0,18.0,1,left,MISS J. Brown putback Layup - blocked,"[1627759, 1628997]",1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,Martin,1628997.0
541,PT04M13.00S,2023-05-20T02:34:10.3Z,4,REGULAR,block,,[],1628997,,,1610612738,98,96,2023-05-20T02:35:24Z,5220000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
542,PT04M11.00S,2023-05-20T02:34:12.3Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,98,96,2023-05-20T02:34:22Z,5230000,False,,,0,,G. Vincent REBOUND (Off:0 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,540.0,2.0,2.0,0.0,,,,,,,,,,,,,
544,PT04M06.00S,2023-05-20T02:34:35.8Z,4,REGULAR,foul,offensive,[],202710,,,1610612748,98,96,2023-05-20T02:36:11Z,5250000,False,,,0,,J. Butler offensive FOUL (1 PF),"[202710, 203935]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,2534.0,1.0,1.0,Smart,203935.0,,,,,,,,
546,PT04M06.00S,2023-05-20T02:34:35.8Z,4,REGULAR,turnover,offensive foul,[],202710,,,1610612748,98,96,2023-05-20T02:34:35Z,5270000,False,,,0,,J. Butler offensive foul TURNOVER (3 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,2534.0,,,,,,,,3.0,,,,
547,PT04M06.00S,2023-05-20T02:35:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,98,96,2023-05-20T02:35:06Z,5280000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M52.00S,2023-05-20T02:39:08.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629684,8.09789750328515,50.0,1610612738,100,96,2023-05-20T02:39:12Z,5300000,False,0.0,24.0,1,left,G. Williams cutting DUNK (9 PTS) (J. Tatum 8 AST),"[1629684, 1628369]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.36,Made,9.0,,,,,,,,,,J. Tatum,1628369.0,8.0,,,,,
551,PT03M33.00S,2023-05-20T02:39:30.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612748,100,96,2023-05-20T02:39:37Z,5320000,False,,,0,,A. Horford shooting personal FOUL (3 PF) (Adebayo 2 FT),"[201143, 1628389]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,
553,PT03M33.00S,2023-05-20T02:40:04.0Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,100,97,2023-05-20T02:40:04Z,5340000,False,,,0,,B. Adebayo Free Throw 1 of 2 (19 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
554,PT03M33.00S,2023-05-20T02:40:16.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,100,97,2023-05-20T02:40:16Z,5350000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M33.00S,2023-05-20T02:41:06.3Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,100,97,2023-05-20T02:41:30Z,5360000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT03M33.00S,2023-05-20T02:41:06.3Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,100,97,2023-05-20T02:41:30Z,5370000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT03M33.00S,2023-05-20T02:41:57.3Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,100,98,2023-05-20T02:41:57Z,5380000,False,,,0,,B. Adebayo Free Throw 2 of 2 (20 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
558,PT03M10.00S,2023-05-20T02:42:22.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,10.906701708278575,47.935814950980394,1610612738,100,98,2023-05-20T02:43:39Z,5390000,False,10.0,50.0,1,left,MISS G. Williams turnaround Shot,[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,,
559,PT03M08.00S,2023-05-20T02:42:24.7Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,100,98,2023-05-20T02:42:28Z,5400000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:13),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,558.0,13.0,13.0,0.0,,,,,,,,,,,,,
560,PT02M58.00S,2023-05-20T02:42:33.6Z,4,REGULAR,2pt,Jump Shot,[],202710,77.4802890932983,63.48039215686274,1610612748,100,100,2023-05-20T02:46:12Z,5410000,False,67.0,159.0,1,right,J. Butler 17' pullup Jump Shot (25 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,17.29,Made,25.0,,,,,,,,,,,,,,,,,
561,PT02M47.00S,2023-05-20T02:42:44.3Z,4,REGULAR,turnover,lost ball,[],203935,,,1610612738,100,100,2023-05-20T02:42:47Z,5420000,False,,,0,,M. Smart lost ball TURNOVER (3 TO),"[203935, 1629216]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,Vincent,1629216.0,,
562,PT02M47.00S,2023-05-20T02:42:44.3Z,4,REGULAR,steal,,[],1629216,,,1610612748,100,100,2023-05-20T02:42:46Z,5430000,False,,,0,,G. Vincent STEAL (2 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
563,PT02M33.00S,2023-05-20T02:42:59.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202710,90.75229960578186,74.01960784313727,1610612748,100,102,2023-05-20T02:43:03Z,5440000,False,120.0,34.0,1,right,J. Butler 12' fadeaway Jump Shot (27 PTS),[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.49,Made,27.0,,,,,,,,,,,,,,,,,
564,PT02M20.00S,2023-05-20T02:43:12.9Z,4,REGULAR,3pt,Jump Shot,[],203935,27.54599211563732,82.84313725490196,1610612738,100,102,2023-05-20T02:43:24Z,5450000,False,-164.0,206.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
565,PT02M19.00S,2023-05-20T02:43:13.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,100,102,2023-05-20T02:43:24Z,5460000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,564.0,,,,,,,,,,,,,,,,
567,PT02M19.00S,2023-05-20T02:43:23.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612748,100,102,2023-05-20T02:43:35Z,5480000,False,,,0,,A. Horford loose ball personal FOUL (4 PF) (Strus 2 FT),"[201143, 1629622]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2534.0,4.0,0.0,Strus,1629622.0,,,,,,,,
569,PT02M19.00S,2023-05-20T02:43:53.3Z,4,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,100,102,2023-05-20T02:43:53Z,5500000,False,,,0,,MISS M. Strus Free Throw 1 of 2,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
570,PT02M19.00S,2023-05-20T02:43:53.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,100,102,2023-05-20T02:43:53Z,5510000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,
571,PT02M19.00S,2023-05-20T02:43:55.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,100,102,2023-05-20T02:44:04Z,5520000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT02M19.00S,2023-05-20T02:43:55.5Z,4,REGULAR,substitution,in,[],1627763,,,1610612748,100,102,2023-05-20T02:44:04Z,5530000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT02M19.00S,2023-05-20T02:44:14.3Z,4,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,100,103,2023-05-20T02:44:14Z,5540000,False,,,0,,M. Strus Free Throw 2 of 2 (9 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
574,PT02M14.00S,2023-05-20T02:44:25.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,31.750985545335087,25.98039215686275,1610612738,100,103,2023-05-20T02:44:32Z,5550000,False,120.0,246.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,27.38,Missed,,,,,,,,,,,,,,,,,,
575,PT02M13.00S,2023-05-20T02:44:26.7Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,100,103,2023-05-20T02:44:32Z,5560000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:14),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,574.0,14.0,14.0,0.0,,,,,,,,,,,,,
576,PT01M54.00S,2023-05-20T02:44:44.8Z,4,REGULAR,2pt,Jump Shot,[],202710,91.5407358738502,75.73529411764706,1610612748,100,103,2023-05-20T02:44:50Z,5570000,False,129.0,27.0,1,right,MISS J. Butler 13' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,13.15,Missed,,,,,,,,,,,,,,,,,,
577,PT01M53.00S,2023-05-20T02:44:45.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,103,2023-05-20T02:44:50Z,5580000,False,,,0,,J. Brown REBOUND (Off:3 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,576.0,4.0,1.0,3.0,,,,,,,,,,,,,
578,PT01M38.00S,2023-05-20T02:45:04.2Z,4,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,100,103,2023-05-20T02:45:12Z,5590000,False,,,0,,J. Tatum charge offensive FOUL (4 PF),"[1628369, 202710]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202058.0,4.0,0.0,Butler,202710.0,,,,,,,,
580,PT01M38.00S,2023-05-20T02:45:04.2Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,100,103,2023-05-20T02:45:04Z,5610000,False,,,0,,J. Tatum offensive foul TURNOVER (5 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202058.0,,,,,,,,5.0,,,,
581,PT01M38.00S,2023-05-20T02:45:16.1Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,100,103,2023-05-20T02:45:23Z,5620000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,
588,PT01M20.00S,2023-05-20T02:45:35.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,92.06636005256242,43.872549019607845,1610612748,100,103,2023-05-20T02:46:51Z,5625000,False,-31.0,22.0,1,right,MISS J. Butler driving Layup - blocked,"[202710, 1627763]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,Brogdon,1627763.0
589,PT01M20.00S,2023-05-20T02:45:35.6Z,4,REGULAR,block,,[],1627763,,,1610612748,100,103,2023-05-20T02:46:51Z,5627500,False,,,0,,M. Brogdon BLOCK (2 BLK),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
590,PT01M18.00S,2023-05-20T02:45:37.6Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,100,103,2023-05-20T02:46:51Z,5628750,False,,,0,,C. Martin REBOUND (Off:3 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,588.0,4.0,1.0,3.0,,,,,,,,,,,,,
582,PT01M14.00S,2023-05-20T02:45:55.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629216,72.48685939553219,82.35294117647058,1610612748,100,103,2023-05-20T02:46:51Z,5630000,False,162.0,206.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
583,PT01M12.00S,2023-05-20T02:45:57.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,100,103,2023-05-20T02:45:59Z,5640000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:14),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,582.0,15.0,14.0,1.0,,,,,,,,,,,,,
585,PT00M56.50S,2023-05-20T02:46:36.9Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202710,92.59198423127464,77.69607843137256,1610612748,100,103,2023-05-20T02:49:43Z,5660000,False,138.0,17.0,1,right,MISS J. Butler 13' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,13.96,Missed,,,,,,,,,,,,,,,,,,
586,PT00M55.10S,2023-05-20T02:46:39.3Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,100,103,2023-05-20T02:46:39Z,5670000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:14),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,585.0,16.0,14.0,2.0,,,,,,,,,,,,,
587,PT00M55.00S,2023-05-20T02:46:41.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,93.11760840998686,49.26470588235294,1610612748,100,105,2023-05-20T02:47:04Z,5680000,False,-4.0,12.0,1,right,B. Adebayo putback DUNK (22 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.27,Made,22.0,,,,,,,,,,,,,,,,,
591,PT00M49.30S,2023-05-20T02:46:49.5Z,4,REGULAR,foul,personal,['3freethrow'],1629216,,,1610612738,100,105,2023-05-20T02:48:37Z,5755000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Tatum 3 FT),"[1629216, 1628369]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,204059.0,1.0,0.0,Tatum,1628369.0,,,,,,,,
593,PT00M49.30S,2023-05-20T02:47:21.9Z,4,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,101,105,2023-05-20T02:48:43Z,5758750,False,,,0,,J. Tatum Free Throw 1 of 3 (30 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
594,PT00M49.30S,2023-05-20T02:47:21.9Z,4,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,102,105,2023-05-20T02:48:43Z,5759375,False,,,0,,J. Tatum Free Throw 2 of 3 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
597,PT00M49.30S,2023-05-20T02:47:21.9Z,4,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,103,105,2023-05-20T02:48:43Z,5759687,False,,,0,,J. Tatum Free Throw 3 of 3 (32 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
595,PT00M49.30S,2023-05-20T02:47:38.6Z,4,REGULAR,substitution,out,[],1627763,,,1610612748,103,105,2023-05-20T02:48:51Z,5759843,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M49.30S,2023-05-20T02:47:38.6Z,4,REGULAR,substitution,in,[],1629057,,,1610612748,103,105,2023-05-20T02:48:51Z,5759921,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
