actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
423,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],201143,,,1610612761,81,62,2022-10-06T01:09:17Z,4210000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,81,62,2022-10-06T01:09:17Z,4220000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,81,62,2022-10-06T01:09:17Z,4230000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1630173,,,1610612761,81,62,2022-10-06T01:09:17Z,4240000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,81,62,2022-10-06T01:09:17Z,4250000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,81,62,2022-10-06T01:09:17Z,4260000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612761,81,62,2022-10-06T01:09:17Z,4270000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1627763,,,1610612761,81,62,2022-10-06T01:09:17Z,4280000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1630573,,,1610612761,81,62,2022-10-06T01:09:17Z,4290000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612761,81,62,2022-10-06T01:09:17Z,4300000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1631132,,,1610612761,81,62,2022-10-06T01:09:17Z,4310000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1630625,,,1610612761,81,62,2022-10-06T01:09:17Z,4320000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],201152,,,1610612761,81,62,2022-10-06T01:09:17Z,4330000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1627823,,,1610612761,81,62,2022-10-06T01:09:17Z,4340000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M05.00S,2022-10-06T01:08:58.1Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,81,62,2022-10-06T01:09:17Z,4350000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M53.00S,2022-10-06T01:09:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,94.43166885676742,54.41176470588235,1610612761,81,64,2022-10-06T01:09:54Z,4360000,22.0,0.0,1,right,D. Banton driving Layup (2 PTS) (T. Young 1 AST),"[1630625, 201152]",1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,2.0,T. Young,201152.0,1.0,,,,,,,,
440,PT03M31.00S,2022-10-06T01:10:10.9Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612738,81,64,2022-10-06T01:10:15Z,4380000,,,0,,M. Brogdon bad pass TURNOVER (2 TO),"[1627763, 1630625]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,Banton,1630625.0,,,,,,
441,PT03M31.00S,2022-10-06T01:10:10.9Z,3,REGULAR,steal,,[],1630625,,,1610612761,81,64,2022-10-06T01:10:12Z,4390000,,,0,,D. Banton STEAL (1 STL),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
442,PT03M23.00S,2022-10-06T01:10:19.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631132,89.17542706964521,55.392156862745104,1610612761,81,66,2022-10-06T01:10:38Z,4400000,27.0,49.0,1,right,C. Koloko turnaround Hook (2 PTS) (T. Young 2 AST),"[1631132, 201152]",1610612761.0,TOR,turnaround,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,,,,,,,2.0,T. Young,201152.0,2.0,,,,,,,,
443,PT03M12.00S,2022-10-06T01:10:32.4Z,3,REGULAR,turnover,traveling,[],1629684,,,1610612738,81,66,2022-10-06T01:10:45Z,4410000,,,0,,G. Williams traveling TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,201639.0,1.0,,,,,,,,,,,,
445,PT02M56.00S,2022-10-06T01:11:00.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,92.06636005256242,45.83333333333333,1610612761,81,68,2022-10-06T01:11:05Z,4420000,-21.0,22.0,1,right,D. Banton driving Layup (4 PTS),[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,4.0,,,,,,,,,,,
446,PT02M39.00S,2022-10-06T01:11:17.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,10.64388961892247,59.58180147058824,1610612738,81,68,2022-10-06T01:11:23Z,4430000,-48.0,48.0,1,left,MISS M. Brogdon 6' driving Layup - blocked,"[1627763, 1631132]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,Koloko,1631132.0
447,PT02M39.00S,2022-10-06T01:11:17.3Z,3,REGULAR,block,,[],1631132,,,1610612738,81,68,2022-10-06T01:11:19Z,4440000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
448,PT02M37.00S,2022-10-06T01:11:19.3Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,81,68,2022-10-06T01:11:23Z,4450000,,,0,,J. Hernangomez REBOUND (Off:0 Def:3),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,446.0,3.0,3.0,0.0,,,,,,,,,,,,,,
449,PT02M17.00S,2022-10-06T01:11:39.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201152,87.20433639947439,55.14705882352941,1610612761,81,68,2022-10-06T01:11:47Z,4460000,26.0,68.0,1,right,MISS T. Young 7' turnaround Hook,[201152],1610612761.0,TOR,turnaround,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
450,PT02M14.00S,2022-10-06T01:11:42.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,81,68,2022-10-06T01:11:47Z,4470000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,449.0,,,,,,,,,,,,,,,,,
453,PT02M03.00S,2022-10-06T01:12:34.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628449,78.0059132720105,52.94117647058824,1610612761,81,68,2022-10-06T01:12:40Z,4500000,15.0,154.0,1,right,MISS C. Boucher 15' fadeaway Shot,[1628449],1610612761.0,TOR,fadeaway,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Center,15.49,Missed,,,,,,,,,,,,,,,,,,
454,PT02M00.00S,2022-10-06T01:12:37.9Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,81,68,2022-10-06T01:12:40Z,4510000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Center,,,453.0,4.0,3.0,1.0,,,,,,,,,,,,,,
455,PT01M53.00S,2022-10-06T01:12:44.9Z,3,REGULAR,3pt,Jump Shot,[],1630202,29.25427069645204,82.1078431372549,1610612738,84,68,2022-10-06T01:12:48Z,4520000,-161.0,222.0,1,left,P. Pritchard 27' 3PT  (3 PTS) (S. Hauser 1 AST),"[1630202, 1630573]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,27.43,Made,,,,,,,3.0,S. Hauser,1630573.0,1.0,,,,,,,,
457,PT01M40.00S,2022-10-06T01:12:58.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201152,93.77463863337714,58.08823529411765,1610612761,84,68,2022-10-06T01:13:03Z,4540000,40.0,6.0,1,right,MISS T. Young driving Layup,[201152],1610612761.0,TOR,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
458,PT01M38.00S,2022-10-06T01:13:00.8Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,84,68,2022-10-06T01:13:03Z,4550000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,457.0,5.0,4.0,1.0,,,,,,,,,,,,,,
459,PT01M34.00S,2022-10-06T01:13:04.6Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,84,68,2022-10-06T01:13:07Z,4560000,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 201152]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,Young,201152.0,,,,,,
460,PT01M34.00S,2022-10-06T01:13:04.6Z,3,REGULAR,steal,,[],201152,,,1610612761,84,68,2022-10-06T01:13:06Z,4570000,,,0,,T. Young STEAL (2 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
461,PT01M28.00S,2022-10-06T01:13:11.1Z,3,REGULAR,2pt,Hook,['fromturnover'],1631132,91.27792378449409,33.82352941176471,1610612761,84,70,2022-10-06T01:13:22Z,4580000,-81.0,29.0,1,right,C. Koloko 8' Hook (4 PTS) (J. Hernangomez 1 AST),"[1631132, 1627823]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,8.61,Made,,,,,,,4.0,J. Hernangomez,1627823.0,1.0,,,,,,,,
463,PT01M18.00S,2022-10-06T01:13:19.7Z,3,REGULAR,3pt,Jump Shot,[],1630573,29.38567674113009,26.225490196078432,1610612738,87,70,2022-10-06T01:15:35Z,4600000,119.0,224.0,1,left,S. Hauser 25' 3PT  (12 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.33,Made,,,,,,,12.0,P. Pritchard,1630202.0,1.0,,,,,,,,
465,PT00M56.00S,2022-10-06T01:13:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,86.5473061760841,64.95098039215686,1610612761,87,70,2022-10-06T01:13:47Z,4620000,75.0,74.0,1,right,MISS D. Banton 10' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Right,10.52,Missed,,,,,,,,,,,,,,,,,,
466,PT00M53.40S,2022-10-06T01:13:46.3Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,87,70,2022-10-06T01:13:47Z,4630000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,465.0,2.0,2.0,0.0,,,,,,,,,,,,,,
467,PT00M49.70S,2022-10-06T01:13:49.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,9.017739816031538,98.2843137254902,1610612738,87,70,2022-10-06T01:14:04Z,4640000,-241.0,32.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,24.36,Missed,,,,,,,,,,,,,,,,,,
468,PT00M41.90S,2022-10-06T01:13:57.7Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,87,70,2022-10-06T01:14:04Z,4650000,,,0,,C. Koloko REBOUND (Off:1 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Left Corner 3,24+ Left,,,467.0,2.0,1.0,1.0,,,,,,,,,,,,,,
469,PT00M32.40S,2022-10-06T01:14:09.9Z,3,REGULAR,foul,personal,[],1630202,,,1610612761,87,70,2022-10-06T01:14:17Z,4660000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1627823]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,,,,201639.0,,,,,,,,1.0,0.0,Hernangomez,1627823.0,,
471,PT00M26.80S,2022-10-06T01:14:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,91.01511169513797,35.049019607843135,1610612761,87,70,2022-10-06T01:15:14Z,4680000,-75.0,32.0,1,right,MISS D. Banton 8' driving Layup,[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Left,8.14,Missed,,,,,,,,,,,,,,,,,,
472,PT00M24.20S,2022-10-06T01:14:35.7Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,87,70,2022-10-06T01:15:14Z,4690000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Left,,,471.0,3.0,2.0,1.0,,,,,,,,,,,,,,
473,PT00M22.80S,2022-10-06T01:14:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,93.24901445466492,50.0,1610612761,87,72,2022-10-06T01:15:20Z,4700000,0.0,11.0,1,right,C. Boucher putback Layup (2 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,2.0,,,,,,,,,,,
474,PT00M05.20S,2022-10-06T01:14:56.9Z,3,REGULAR,3pt,Jump Shot,[],1630573,9.280551905387648,4.6568627450980395,1610612738,90,72,2022-10-06T01:15:24Z,4710000,227.0,35.0,1,left,S. Hauser 3PT  (15 PTS) (M. Brogdon 8 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,15.0,M. Brogdon,1627763.0,8.0,,,,,,,,
476,PT00M00.10S,2022-10-06T01:15:07.3Z,3,REGULAR,2pt,Jump Shot,[],201152,70.82375164257556,36.37025122549019,1610612761,90,72,2022-10-06T02:05:30Z,4730000,-68.0,222.0,1,right,MISS T. Young 23' Jump Shot,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,23.2,Missed,,,,,,,,,,,,,,,,,,
477,PT00M00.10S,2022-10-06T01:15:07.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,90,72,2022-10-06T01:15:27Z,4740000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,476.0,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2022-10-06T01:15:10.9Z,3,REGULAR,period,end,[],0,,,1610612761,90,72,2022-10-06T01:15:10Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-10-06T01:17:36.9Z,4,REGULAR,substitution,out,['startperiod'],201152,,,1610612761,90,72,2022-10-06T01:17:54Z,4760000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-10-06T01:17:36.9Z,4,REGULAR,substitution,in,['startperiod'],1628367,,,1610612761,90,72,2022-10-06T01:17:54Z,4770000,,,0,,SUB in: J. Jackson,[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-10-06T01:17:58.0Z,4,REGULAR,period,start,[],0,,,1610612761,90,72,2022-10-06T01:17:58Z,4780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT11M43.00S,2022-10-06T01:18:14.1Z,4,REGULAR,2pt,Jump Shot,[],1631132,92.06636005256242,80.14705882352942,1610612761,90,74,2022-10-06T01:18:23Z,4790000,151.0,22.0,1,right,C. Koloko 15' Jump Shot (6 PTS) (C. Boucher 1 AST),"[1631132, 1628449]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Right,15.23,Made,,,,,,,6.0,C. Boucher,1628449.0,1.0,,,,,,,,
484,PT11M18.00S,2022-10-06T01:18:38.4Z,4,REGULAR,3pt,Jump Shot,[],1630202,32.40801576872536,70.58823529411765,1610612738,93,74,2022-10-06T01:18:42Z,4810000,-103.0,252.0,1,left,P. Pritchard 27' 3PT  (6 PTS) (M. Brogdon 9 AST),"[1630202, 1627763]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,27.23,Made,,,,,,,6.0,M. Brogdon,1627763.0,9.0,,,,,,,,
486,PT10M53.00S,2022-10-06T01:19:04.1Z,4,REGULAR,2pt,Jump Shot,[],1630625,78.9257555847569,31.862745098039213,1610612761,93,76,2022-10-06T01:19:10Z,4830000,-91.0,146.0,1,right,D. Banton 17' step back Jump Shot (6 PTS),[1630625],1610612761.0,TOR,step back,,,Banton,D. Banton,,,,,Mid-Range,16-24 Left Center,17.15,Made,,,,,,,6.0,,,,,,,,,,,
487,PT10M37.00S,2022-10-06T01:19:25.4Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,93,76,2022-10-06T01:19:33Z,4840000,,,0,,G. Williams offensive FOUL (4 PF),"[1629684, 1628449]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1630886.0,,,,,,,,4.0,0.0,Boucher,1628449.0,,
489,PT10M37.00S,2022-10-06T01:19:25.4Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,93,76,2022-10-06T01:19:25Z,4860000,,,0,,G. Williams offensive foul TURNOVER (3 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1630886.0,3.0,,,,,,,,,,,,
490,PT10M20.00S,2022-10-06T01:19:55.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630625,79.71419185282524,48.77450980392157,1610612761,93,76,2022-10-06T01:20:00Z,4870000,-6.0,138.0,1,right,MISS D. Banton 13' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,,,,,,,,,,,,,,,,,,
491,PT10M17.00S,2022-10-06T01:19:58.7Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,93,76,2022-10-06T01:20:00Z,4880000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,490.0,3.0,3.0,0.0,,,,,,,,,,,,,,
492,PT10M06.00S,2022-10-06T01:20:08.8Z,4,REGULAR,2pt,Jump Shot,[],1628401,22.683968462549277,34.55882352941176,1610612738,93,76,2022-10-06T01:20:12Z,4890000,77.0,161.0,1,left,MISS D. White 17' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Right Center,17.83,Missed,,,,,,,,,,,,,,,,,,
493,PT10M04.00S,2022-10-06T01:20:10.8Z,4,REGULAR,rebound,defensive,[],1631132,,,1610612761,93,76,2022-10-06T01:20:12Z,4900000,,,0,,C. Koloko REBOUND (Off:1 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,16-24 Right Center,,,492.0,3.0,2.0,1.0,,,,,,,,,,,,,,
494,PT09M56.00S,2022-10-06T01:20:19.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,85.10183968462549,64.4607843137255,1610612761,93,78,2022-10-06T01:20:24Z,4910000,72.0,88.0,1,right,C. Boucher 11' turnaround fadeaway Jump Shot (4 PTS) (J. Jackson 1 AST),"[1628449, 1628367]",1610612761.0,TOR,turnaround fadeaway,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Right,11.35,Made,,,,,,,4.0,J. Jackson,1628367.0,1.0,,,,,,,,
496,PT09M41.00S,2022-10-06T01:20:40.1Z,4,REGULAR,foul,personal,[],1631132,,,1610612738,93,78,2022-10-06T01:21:04Z,4930000,,,0,,C. Koloko personal FOUL (1 PF),"[1631132, 1628401]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1630886.0,,,,,,,,1.0,0.0,White,1628401.0,,
498,PT09M36.00S,2022-10-06T01:21:00.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,10.33180026281209,97.54901960784314,1610612738,93,78,2022-10-06T01:21:07Z,4950000,-238.0,45.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,24.18,Missed,,,,,,,,,,,,,,,,,,
499,PT09M33.00S,2022-10-06T01:21:04.1Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,93,78,2022-10-06T01:21:04Z,4960000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,498.0,4.0,3.0,1.0,,,,,,,,,,,,,,
500,PT09M20.00S,2022-10-06T01:21:16.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628367,86.94152431011827,57.84313725490197,1610612761,93,80,2022-10-06T01:23:34Z,4970000,39.0,70.0,1,right,J. Jackson 8' driving floating Jump Shot (2 PTS),[1628367],1610612761.0,TOR,driving floating,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,2.0,,,,,,,,,,,
501,PT09M04.00S,2022-10-06T01:21:32.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,14.668199737187912,41.17647058823529,1610612738,93,80,2022-10-06T01:21:44Z,4980000,44.0,85.0,1,left,MISS G. Williams 9' driving Hook,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.61,Missed,,,,,,,,,,,,,,,,,,
502,PT09M04.00S,2022-10-06T01:21:32.2Z,4,REGULAR,rebound,defensive,[],1630625,,,1610612761,93,80,2022-10-06T01:21:44Z,4990000,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,501.0,1.0,1.0,0.0,,,,,,,,,,,,,,
504,PT08M49.00S,2022-10-06T01:21:47.3Z,4,REGULAR,3pt,Jump Shot,[],1628367,73.80091984231275,11.27450980392157,1610612761,93,83,2022-10-06T01:21:52Z,5000000,-194.0,194.0,1,right,J. Jackson 27' 3PT  (5 PTS) (J. Hernangomez 2 AST),"[1628367, 1627823]",1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,27.39,Made,,,,,,,5.0,J. Hernangomez,1627823.0,2.0,,,,,,,,
506,PT08M34.00S,2022-10-06T01:22:06.6Z,4,REGULAR,foul,personal,[],1628449,,,1610612738,93,83,2022-10-06T01:22:14Z,5020000,,,0,,C. Boucher personal FOUL (2 PF),"[1628449, 1629684]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,2005.0,,,,,,,,2.0,0.0,Williams,1629684.0,,
508,PT08M34.00S,2022-10-06T01:22:13.3Z,4,REGULAR,substitution,out,[],1627823,,,1610612738,93,83,2022-10-06T01:22:21Z,5040000,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M34.00S,2022-10-06T01:22:13.3Z,4,REGULAR,substitution,in,[],1630288,,,1610612738,93,83,2022-10-06T01:22:21Z,5050000,,,0,,SUB in: J. Dowtin,[1630288],1610612761.0,TOR,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M24.00S,2022-10-06T01:22:35.5Z,4,REGULAR,3pt,Jump Shot,[],1630573,9.543363994743759,96.56862745098039,1610612738,93,83,2022-10-06T01:22:42Z,5060000,-233.0,37.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
