actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
166,PT10M55.00S,2022-10-06T00:08:32.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,94.69448094612353,54.65686274509803,1610612738,31,22,2022-10-06T00:08:53Z,1660000,23.0,-3.0,1,right,G. Williams running Layup (2 PTS) (M. Brogdon 3 AST),"[1629684, 1627763]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,2.0,M. Brogdon,1627763.0,3.0,,,,,,,,
168,PT10M35.00S,2022-10-06T00:08:53.0Z,2,REGULAR,3pt,Jump Shot,[],1630173,34.247700394218136,50.98039215686274,1610612761,31,22,2022-10-06T00:08:59Z,1680000,-5.0,269.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
169,PT10M31.00S,2022-10-06T00:08:57.0Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,31,22,2022-10-06T00:08:59Z,1690000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
170,PT10M25.00S,2022-10-06T00:09:02.7Z,2,REGULAR,3pt,Jump Shot,[],1630573,66.3107752956636,38.72549019607843,1610612738,34,22,2022-10-06T00:09:07Z,1700000,-56.0,264.0,1,right,S. Hauser 27' 3PT  (6 PTS) (M. Brogdon 4 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,27.02,Made,,,,,,,6.0,M. Brogdon,1627763.0,4.0,,,,,,,,
172,PT10M12.00S,2022-10-06T00:09:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,11.383048620236531,56.127450980392155,1610612761,34,22,2022-10-06T00:09:30Z,1720000,-31.0,55.0,1,left,MISS O. Anunoby 6' driving Layup - blocked,"[1628384, 203935]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,Smart,203935.0
173,PT10M12.00S,2022-10-06T00:09:19.6Z,2,REGULAR,block,,[],203935,,,1610612761,34,22,2022-10-06T00:09:21Z,1730000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT10M11.00S,2022-10-06T00:09:20.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,22,2022-10-06T00:09:30Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,172.0,,,,,,,,,,,,,,,,,
176,PT10M11.00S,2022-10-06T00:09:25.8Z,2,REGULAR,substitution,out,[],203935,,,1610612761,34,22,2022-10-06T00:09:33Z,1760000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M11.00S,2022-10-06T00:09:25.8Z,2,REGULAR,substitution,out,[],203943,,,1610612761,34,22,2022-10-06T00:09:33Z,1770000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M11.00S,2022-10-06T00:09:25.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612761,34,22,2022-10-06T00:09:33Z,1780000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M11.00S,2022-10-06T00:09:25.8Z,2,REGULAR,substitution,in,[],1628401,,,1610612761,34,22,2022-10-06T00:09:33Z,1790000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M11.00S,2022-10-06T00:09:50.2Z,2,REGULAR,foul,personal,[],1629684,,,1610612761,34,22,2022-10-06T00:09:54Z,1800000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1630173]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2005.0,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
182,PT10M01.00S,2022-10-06T00:10:19.2Z,2,REGULAR,foul,offensive,[],1628384,,,1610612761,34,22,2022-10-06T00:10:40Z,1820000,,,0,,O. Anunoby charge offensive FOUL (2 PF),"[1628384, 1628401]",1610612761.0,TOR,charge,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,2005.0,,,,,,,,2.0,0.0,White,1628401.0,,
184,PT10M01.00S,2022-10-06T00:10:19.2Z,2,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,34,22,2022-10-06T00:10:19Z,1840000,,,0,,O. Anunoby offensive foul TURNOVER (1 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,2005.0,1.0,,,,,,,,,,,,
185,PT09M43.00S,2022-10-06T00:10:52.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629684,88.51839684625493,41.17647058823529,1610612738,34,22,2022-10-06T00:13:15Z,1850000,-44.0,55.0,1,right,MISS G. Williams 7' floating Shot,[1629684],1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.08,Missed,,,,,,,,,,,,,,,,,,
186,PT09M42.00S,2022-10-06T00:10:53.1Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,34,22,2022-10-06T00:11:02Z,1860000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,185.0,2.0,1.0,1.0,,,,,,,,,,,,,,
187,PT09M39.00S,2022-10-06T00:10:55.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629684,94.43166885676742,49.01960784313725,1610612738,34,22,2022-10-06T00:11:10Z,1870000,-5.0,0.0,1,right,MISS G. Williams putback Layup - blocked,"[1629684, 1628449]",1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0
188,PT09M39.00S,2022-10-06T00:10:55.7Z,2,REGULAR,block,,[],1628449,,,1610612738,34,22,2022-10-06T00:11:10Z,1880000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT09M37.00S,2022-10-06T00:10:57.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,34,22,2022-10-06T00:11:10Z,1890000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,
190,PT09M33.00S,2022-10-06T00:11:02.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630173,9.017739816031538,48.77450980392157,1610612761,34,24,2022-10-06T00:15:10Z,1900000,6.0,32.0,1,left,P. Achiuwa running finger roll Layup (4 PTS),[1630173],1610612761.0,TOR,running finger roll,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.29,Made,,,,,,,4.0,,,,,,,,,,,
191,PT09M24.00S,2022-10-06T00:11:11.3Z,2,REGULAR,3pt,Jump Shot,[],1630573,71.17279894875165,21.323529411764707,1610612738,37,24,2022-10-06T00:11:17Z,1910000,-143.0,218.0,1,right,S. Hauser 26' 3PT  (9 PTS) (M. Brogdon 5 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.14,Made,,,,,,,9.0,M. Brogdon,1627763.0,5.0,,,,,,,,
193,PT09M13.00S,2022-10-06T00:11:22.5Z,2,REGULAR,3pt,Jump Shot,[],1628449,17.69053876478318,4.901960784313726,1610612761,37,24,2022-10-06T00:11:27Z,1930000,225.0,114.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
194,PT09M10.00S,2022-10-06T00:11:25.5Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,37,24,2022-10-06T00:11:27Z,1940000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,
195,PT09M03.00S,2022-10-06T00:11:32.6Z,2,REGULAR,3pt,Jump Shot,[],1630573,73.14388961892247,79.41176470588235,1610612738,37,24,2022-10-06T00:11:40Z,1950000,147.0,200.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
196,PT09M01.00S,2022-10-06T00:11:34.6Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,37,24,2022-10-06T00:11:40Z,1960000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,
197,PT08M55.00S,2022-10-06T00:11:43.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,37,24,2022-10-06T00:11:43Z,1970000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612761,37,24,2022-10-06T00:14:29Z,1980000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,37,24,2022-10-06T00:14:29Z,1990000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,37,24,2022-10-06T00:14:29Z,2000000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,37,24,2022-10-06T00:14:29Z,2010000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612761,37,24,2022-10-06T00:14:29Z,2020000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,37,24,2022-10-06T00:14:29Z,2030000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,in,[],1627823,,,1610612761,37,24,2022-10-06T00:14:29Z,2040000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M55.00S,2022-10-06T00:13:57.2Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,37,24,2022-10-06T00:14:29Z,2050000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M48.00S,2022-10-06T00:14:50.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.61695137976347,52.94117647058824,1610612761,37,26,2022-10-06T00:14:57Z,2060000,-15.0,75.0,1,left,P. Siakam 7' turnaround Jump Shot (8 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.69,Made,,,,,,,8.0,,,,,,,,,,,
207,PT08M29.00S,2022-10-06T00:15:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,87.33574244415243,44.36274509803921,1610612738,37,26,2022-10-06T00:16:57Z,2070000,-28.0,67.0,1,right,MISS M. Brogdon 7' driving floating bank Shot,[1627763],1610612738.0,BOS,driving floating bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
208,PT08M27.00S,2022-10-06T00:15:11.8Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612761,37,26,2022-10-06T00:15:15Z,2080000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
209,PT08M18.00S,2022-10-06T00:15:20.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,23.47240473061761,43.627450980392155,1610612761,37,26,2022-10-06T00:15:27Z,2090000,32.0,168.0,1,left,MISS P. Siakam 17' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,17.11,Missed,,,,,,,,,,,,,,,,,,
210,PT08M15.00S,2022-10-06T00:15:23.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,26,2022-10-06T00:15:27Z,2100000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,209.0,4.0,4.0,0.0,,,,,,,,,,,,,,
211,PT08M08.00S,2022-10-06T00:15:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.41590013140605,50.49019607843137,1610612738,37,26,2022-10-06T00:15:36Z,2110000,2.0,75.0,1,right,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
212,PT08M05.00S,2022-10-06T00:15:34.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,37,26,2022-10-06T00:15:36Z,2120000,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,211.0,4.0,2.0,2.0,,,,,,,,,,,,,,
213,PT08M03.00S,2022-10-06T00:15:38.2Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,37,26,2022-10-06T00:15:47Z,2130000,,,0,,J. Brown shooting personal FOUL (1 PF) (Young 2 FT),"[1627759, 201152]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1630886.0,,,,,,,,1.0,0.0,Young,201152.0,,
215,PT08M03.00S,2022-10-06T00:16:05.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201152,,,1610612761,37,26,2022-10-06T00:16:29Z,2150000,,,0,,MISS T. Young Free Throw 1 of 2,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M03.00S,2022-10-06T00:16:05.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,37,26,2022-10-06T00:16:29Z,2160000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,
217,PT08M03.00S,2022-10-06T00:16:07.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612761,37,26,2022-10-06T00:16:12Z,2170000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M03.00S,2022-10-06T00:16:07.0Z,2,REGULAR,substitution,in,[],201143,,,1610612761,37,26,2022-10-06T00:16:12Z,2180000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M03.00S,2022-10-06T00:16:05.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201152,,,1610612761,37,26,2022-10-06T00:16:29Z,2190000,,,0,,MISS T. Young Free Throw 2 of 2,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT08M02.00S,2022-10-06T00:16:06.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,26,2022-10-06T00:16:29Z,2200000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,219.0,5.0,5.0,0.0,,,,,,,,,,,,,,
221,PT07M53.00S,2022-10-06T00:16:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.82588699080158,51.71568627450981,1610612738,39,26,2022-10-06T00:16:43Z,2210000,9.0,-4.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,,,4.0,,,,,,,,,,,
222,PT07M41.00S,2022-10-06T00:16:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,10.5946123521682,45.588235294117645,1610612761,39,26,2022-10-06T00:16:55Z,2220000,22.0,47.0,1,left,MISS F. VanVleet driving Layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
223,PT07M40.00S,2022-10-06T00:16:49.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,39,26,2022-10-06T00:16:55Z,2230000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,222.0,4.0,3.0,1.0,,,,,,,,,,,,,,
224,PT07M35.00S,2022-10-06T00:16:54.4Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612738,39,26,2022-10-06T00:16:58Z,2240000,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 201152]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Young,201152.0,,,,,,
225,PT07M35.00S,2022-10-06T00:16:54.4Z,2,REGULAR,steal,,[],201152,,,1610612761,39,26,2022-10-06T00:16:56Z,2250000,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
226,PT07M30.00S,2022-10-06T00:17:02.1Z,2,REGULAR,foul,personal,[],201143,,,1610612761,39,26,2022-10-06T00:17:11Z,2260000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 1627823]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,2005.0,,,,,,,,1.0,0.0,Hernangomez,1627823.0,,
228,PT07M30.00S,2022-10-06T00:17:07.4Z,2,REGULAR,substitution,out,[],1627763,,,1610612761,39,26,2022-10-06T00:17:26Z,2280000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M30.00S,2022-10-06T00:17:07.4Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,39,26,2022-10-06T00:17:26Z,2290000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M30.00S,2022-10-06T00:17:07.4Z,2,REGULAR,substitution,out,[],201152,,,1610612761,39,26,2022-10-06T00:17:26Z,2300000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M30.00S,2022-10-06T00:17:07.4Z,2,REGULAR,substitution,in,[],203935,,,1610612761,39,26,2022-10-06T00:17:26Z,2310000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M30.00S,2022-10-06T00:17:07.4Z,2,REGULAR,substitution,in,[],1631132,,,1610612761,39,26,2022-10-06T00:17:26Z,2320000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M30.00S,2022-10-06T00:17:07.4Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,39,26,2022-10-06T00:17:26Z,2330000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M24.00S,2022-10-06T00:17:43.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,26.10052562417871,29.65686274509804,1610612761,39,26,2022-10-06T00:17:50Z,2340000,102.0,193.0,1,left,MISS F. VanVleet 21' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,21.8,Missed,,,,,,,,,,,,,,,,,,
235,PT07M20.00S,2022-10-06T00:17:47.2Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612761,39,26,2022-10-06T00:17:50Z,2350000,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,16-24 Right Center,,,234.0,1.0,0.0,1.0,,,,,,,,,,,,,,
236,PT07M18.00S,2022-10-06T00:17:49.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,31.225361366622867,25.0,1610612761,39,29,2022-10-06T00:17:54Z,2360000,125.0,241.0,1,left,F. VanVleet 27' 3PT  (5 PTS) (C. Koloko 1 AST),"[1627832, 1631132]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,27.15,Made,,,,,,,5.0,C. Koloko,1631132.0,1.0,,,,,,,,
239,PT06M57.00S,2022-10-06T00:18:22.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,91.80354796320631,97.79411764705883,1610612738,42,29,2022-10-06T00:18:27Z,2390000,239.0,25.0,1,right,J. Brown 24' 3PT  (15 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.03,Made,,,,,,,15.0,M. Smart,203935.0,1.0,,,,,,,,
241,PT06M41.00S,2022-10-06T00:18:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,8.804204993429698,57.13082107843137,1610612761,42,31,2022-10-06T00:18:42Z,2410000,-36.0,30.0,1,left,F. VanVleet driving Layup (7 PTS),[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,7.0,,,,,,,,,,,
242,PT06M40.00S,2022-10-06T00:18:44.0Z,2,REGULAR,foul,technical,['1freethrow'],1627832,,,1610612738,42,31,2022-10-06T00:18:56Z,2420000,,,0,,F. VanVleet technical FOUL (1 Tech),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,201639.0,,,,,,,,0.0,1.0,,,,
243,PT06M40.00S,2022-10-06T00:19:04.4Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,43,31,2022-10-06T00:19:04Z,2430000,,,0,,J. Tatum technical Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
244,PT06M18.00S,2022-10-06T00:19:51.6Z,2,REGULAR,turnover,bad pass,[],201143,,,1610612738,43,31,2022-10-06T00:20:00Z,2440000,,,0,,A. Horford bad pass TURNOVER (2 TO),"[201143, 1629018]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2.0,,,,,Trent Jr.,1629018.0,,,,,,
245,PT06M18.00S,2022-10-06T00:19:51.6Z,2,REGULAR,steal,,[],1629018,,,1610612761,43,31,2022-10-06T00:19:53Z,2450000,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
246,PT06M12.00S,2022-10-06T00:19:57.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,14.799605781865965,62.5,1610612761,43,33,2022-10-06T00:20:10Z,2460000,-62.0,87.0,1,left,G. Trent Jr. 10' floating Jump Shot (6 PTS),[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,10.68,Made,,,,,,,6.0,,,,,,,,,,,
247,PT05M58.00S,2022-10-06T00:20:11.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,93.77463863337714,97.30392156862744,1610612738,46,33,2022-10-06T00:20:15Z,2470000,237.0,6.0,1,right,D. White 3PT  (7 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.66,Made,,,,,,,7.0,J. Tatum,1628369.0,3.0,,,,,,,,
250,PT05M55.00S,2022-10-06T00:20:39.1Z,2,REGULAR,substitution,out,[],1631132,,,1610612761,46,33,2022-10-06T00:21:00Z,2500000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
