actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT05M47.00S,2023-05-04T00:17:14.8Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,12,8,2023-05-04T00:17:22Z,880000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M47.00S,2023-05-04T00:17:14.8Z,1,REGULAR,substitution,in,[],1627777,,,1610612738,12,8,2023-05-04T00:17:22Z,890000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M41.00S,2023-05-04T00:17:36.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,78.13731931668858,65.44117647058823,1610612738,12,8,2023-05-04T00:17:42Z,900000,False,77.0,153.0,1,right,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,,
94,PT05M40.00S,2023-05-04T00:17:37.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,12,8,2023-05-04T00:22:43Z,910000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,93.0,4.0,4.0,0.0,,,,,,,,,,
96,PT05M28.00S,2023-05-04T00:18:04.9Z,1,REGULAR,2pt,Jump Shot,[],201935,20.844283837056505,34.31372549019608,1610612755,12,10,2023-05-04T00:18:09Z,930000,False,78.0,143.0,1,left,J. Harden 16' step back Jump Shot (3 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,16.34,Made,3.0,,,,,,,,,,,,,,,,,
98,PT05M09.00S,2023-05-04T00:18:25.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612738,12,10,2023-05-04T00:18:50Z,950000,False,,,0,,G. Niang personal FOUL (1 PF) (Brown 2 FT),"[1627777, 1627759]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Brown,1627759.0,,,
100,PT05M09.00S,2023-05-04T00:19:01.2Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,13,10,2023-05-04T00:19:01Z,970000,False,,,0,,J. Brown Free Throw 1 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
101,PT05M09.00S,2023-05-04T00:19:02.7Z,1,REGULAR,substitution,out,[],201143,,,1610612738,13,10,2023-05-04T00:19:06Z,980000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M09.00S,2023-05-04T00:19:02.7Z,1,REGULAR,substitution,out,[],203954,,,1610612738,13,10,2023-05-04T00:19:06Z,990000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M09.00S,2023-05-04T00:19:02.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,13,10,2023-05-04T00:19:06Z,1000000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M09.00S,2023-05-04T00:19:02.7Z,1,REGULAR,substitution,in,[],1630194,,,1610612738,13,10,2023-05-04T00:19:06Z,1010000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M09.00S,2023-05-04T00:19:40.0Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,14,10,2023-05-04T00:19:40Z,1020000,False,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
106,PT04M56.00S,2023-05-04T00:19:56.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,19.004599211563733,48.03921568627451,1610612755,14,10,2023-05-04T00:20:04Z,1030000,False,10.0,126.0,1,left,MISS G. Niang 12' driving Hook,[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,12.65,Missed,,,,,,,,,,,,,,,,,,
107,PT04M54.00S,2023-05-04T00:19:58.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,14,10,2023-05-04T00:20:04Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,106.0,,,,,,,,,,,,,
109,PT04M47.00S,2023-05-04T00:20:21.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,29.38567674113009,18.627450980392158,1610612755,14,10,2023-05-04T00:24:53Z,1060000,False,157.0,224.0,1,left,MISS J. Harden 27' pullup 3PT - blocked,"[201935, 1627763]",1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,Brogdon,1627763.0,,,,,,,,
110,PT04M47.00S,2023-05-04T00:20:21.9Z,1,REGULAR,block,,[],1627763,,,1610612755,14,10,2023-05-04T00:20:25Z,1070000,False,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
111,PT04M46.00S,2023-05-04T00:20:22.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,14,10,2023-05-04T00:20:32Z,1080000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,109.0,,,,,,,,,,,,,
113,PT04M46.00S,2023-05-04T00:20:27.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612738,14,10,2023-05-04T00:20:40Z,1100000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M46.00S,2023-05-04T00:20:27.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612738,14,10,2023-05-04T00:20:40Z,1110000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M35.00S,2023-05-04T00:20:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,86.02168199737189,64.70588235294117,1610612738,14,10,2023-05-04T00:21:04Z,1120000,False,74.0,79.0,1,right,MISS M. Brogdon 10' driving floating Shot - blocked,"[1627763, 1630194]",1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,10.78,Missed,,,,,,,,,Reed,1630194.0,,,,,,,,
116,PT04M35.00S,2023-05-04T00:20:57.8Z,1,REGULAR,block,,[],1630194,,,1610612738,14,10,2023-05-04T00:21:00Z,1130000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
117,PT04M33.00S,2023-05-04T00:20:59.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,14,10,2023-05-04T00:21:19Z,1140000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,
118,PT04M29.00S,2023-05-04T00:21:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,14.931011826544022,40.68627450980392,1610612755,14,12,2023-05-04T00:21:12Z,1150000,False,47.0,88.0,1,left,J. Harden 9' running finger roll Layup (5 PTS),[201935],1610612755.0,PHI,running finger roll,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,9.95,Made,5.0,,,,,,,,,,,,,,,,,
119,PT04M08.00S,2023-05-04T00:21:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.2023653088042,59.459252450980394,1610612738,16,12,2023-05-04T00:21:32Z,1160000,False,47.0,77.0,1,right,J. Brown 9' driving floating Jump Shot (11 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,11.0,,,,,,,,,,,,,,,,,
120,PT03M57.00S,2023-05-04T00:21:37.6Z,1,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612755,16,12,2023-05-04T00:21:45Z,1170000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Harden 2 FT),"[1627763, 201935]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Harden,201935.0,,,
122,PT03M57.00S,2023-05-04T00:22:09.4Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,16,13,2023-05-04T00:22:09Z,1190000,False,,,0,,J. Harden Free Throw 1 of 2 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
123,PT03M57.00S,2023-05-04T00:22:31.0Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,16,14,2023-05-04T00:22:31Z,1200000,False,,,0,,J. Harden Free Throw 2 of 2 (7 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
124,PT03M39.00S,2023-05-04T00:22:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.04204993429697,43.57383578431372,1610612738,18,14,2023-05-04T00:22:58Z,1210000,False,-32.0,60.0,1,right,J. Brown 6' driving floating Jump Shot (13 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,13.0,,,,,,,,,,,,,,,,,
125,PT03M19.00S,2023-05-04T00:23:10.4Z,1,REGULAR,2pt,Jump Shot,[],1629001,22.683968462549277,44.11764705882353,1610612755,18,16,2023-05-04T00:24:18Z,1220000,False,29.0,161.0,1,left,D. Melton 16' floating Jump Shot (2 PTS) (P. Reed 1 AST),"[1629001, 1630194]",1610612755.0,PHI,floating,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,16.34,Made,2.0,P. Reed,1630194.0,1.0,,,,,,,,,,,,,,
127,PT03M05.00S,2023-05-04T00:23:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629684,93.38042049934296,95.83333333333334,1610612738,18,16,2023-05-04T00:23:29Z,1240000,False,229.0,10.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
128,PT03M03.00S,2023-05-04T00:23:26.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,18,16,2023-05-04T00:23:33Z,1250000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,127.0,5.0,5.0,0.0,,,,,,,,,,
129,PT02M59.00S,2023-05-04T00:23:32.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612755,18,16,2023-05-04T00:26:56Z,1260000,False,,,0,,M. Brogdon personal FOUL (2 PF) (Harden 2 FT),"[1627763, 201935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2534.0,2.0,0.0,Harden,201935.0,,,
131,PT02M59.00S,2023-05-04T00:23:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,18,16,2023-05-04T00:23:53Z,1280000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M59.00S,2023-05-04T00:26:22.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612755,18,16,2023-05-04T00:26:54Z,1290000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M59.00S,2023-05-04T00:26:22.8Z,1,REGULAR,substitution,out,[],1628401,,,1610612755,18,16,2023-05-04T00:26:54Z,1300000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M59.00S,2023-05-04T00:26:22.8Z,1,REGULAR,substitution,out,[],202699,,,1610612755,18,16,2023-05-04T00:26:54Z,1310000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M59.00S,2023-05-04T00:26:22.8Z,1,REGULAR,substitution,in,[],203935,,,1610612755,18,16,2023-05-04T00:26:54Z,1320000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M59.00S,2023-05-04T00:26:22.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612755,18,16,2023-05-04T00:26:54Z,1330000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M59.00S,2023-05-04T00:26:22.8Z,1,REGULAR,substitution,in,[],1629667,,,1610612755,18,16,2023-05-04T00:26:54Z,1340000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M59.00S,2023-05-04T00:27:23.5Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,18,17,2023-05-04T00:27:23Z,1350000,False,,,0,,J. Harden Free Throw 1 of 2 (8 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
139,PT02M59.00S,2023-05-04T00:27:38.6Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,18,18,2023-05-04T00:27:38Z,1360000,False,,,0,,J. Harden Free Throw 2 of 2 (9 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
140,PT02M38.00S,2023-05-04T00:28:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.88370565045992,48.77450980392157,1610612738,20,18,2023-05-04T00:28:30Z,1370000,False,-6.0,33.0,1,right,M. Smart driving finger roll Layup (2 PTS) (M. Brogdon 1 AST),"[203935, 1627763]",1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.38,Made,2.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
142,PT02M19.00S,2023-05-04T00:28:19.8Z,1,REGULAR,3pt,Jump Shot,[],201935,33.065045992115635,69.36274509803921,1610612755,20,18,2023-05-04T00:28:26Z,1390000,False,-97.0,258.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.58,Missed,,,,,,,,,,,,,,,,,,
143,PT02M17.00S,2023-05-04T00:28:21.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,20,18,2023-05-04T00:28:31Z,1400000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,142.0,3.0,2.0,1.0,,,,,,,,,,
145,PT02M02.00S,2023-05-04T00:28:47.1Z,1,REGULAR,3pt,Jump Shot,[],1627763,69.59592641261499,66.91176470588235,1610612738,23,18,2023-05-04T00:30:01Z,1420000,False,85.0,233.0,1,right,M. Brogdon 24' 3PT pullup (3 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,24.82,Made,3.0,,,,,,,,,,,,,,,,,
146,PT01M36.00S,2023-05-04T00:29:12.2Z,1,REGULAR,3pt,Jump Shot,[],1629667,34.90473061760841,35.049019607843135,1610612755,23,18,2023-05-04T00:29:21Z,1430000,False,75.0,276.0,1,left,MISS J. McDaniels 28' 3PT,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,28.56,Missed,,,,,,,,,,,,,,,,,,
147,PT01M34.00S,2023-05-04T00:29:14.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,23,18,2023-05-04T00:29:21Z,1440000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,146.0,3.0,3.0,0.0,,,,,,,,,,
148,PT01M25.00S,2023-05-04T00:29:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,83.13074901445466,41.17647058823529,1610612738,23,18,2023-05-04T00:30:41Z,1450000,False,-44.0,106.0,1,right,MISS M. Smart 11' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,11.49,Missed,,,,,,,,,,,,,,,,,,
149,PT01M23.00S,2023-05-04T00:29:25.9Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,23,18,2023-05-04T00:29:31Z,1460000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,
150,PT01M13.00S,2023-05-04T00:29:34.8Z,1,REGULAR,3pt,Jump Shot,[],201935,34.773324572930356,56.372549019607845,1610612755,23,18,2023-05-04T00:31:04Z,1470000,False,-32.0,274.0,1,left,MISS J. Harden 27' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.62,Missed,,,,,,,,,,,,,,,,,,
151,PT01M12.00S,2023-05-04T00:29:35.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,23,18,2023-05-04T00:29:42Z,1480000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,
152,PT01M05.00S,2023-05-04T00:29:45.3Z,1,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,23,18,2023-05-04T00:29:54Z,1490000,False,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1627777]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2534.0,2.0,0.0,Niang,1627777.0,,,
154,PT01M05.00S,2023-05-04T00:29:45.3Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,23,18,2023-05-04T00:29:45Z,1510000,False,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2534.0,,,,,1.0,,
155,PT01M05.00S,2023-05-04T00:29:55.4Z,1,REGULAR,substitution,out,[],201935,,,1610612755,23,18,2023-05-04T00:30:09Z,1520000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M05.00S,2023-05-04T00:29:55.4Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,23,18,2023-05-04T00:30:09Z,1530000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M05.00S,2023-05-04T00:29:55.4Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,23,18,2023-05-04T00:30:09Z,1540000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M05.00S,2023-05-04T00:29:55.4Z,1,REGULAR,substitution,in,[],203954,,,1610612755,23,18,2023-05-04T00:30:09Z,1550000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M56.70S,2023-05-04T00:30:19.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612755,23,18,2023-05-04T00:30:28Z,1560000,False,,,0,,G. Williams personal FOUL (1 PF) (Embiid 2 FT),"[1629684, 203954]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202041.0,1.0,0.0,Embiid,203954.0,,,
161,PT00M56.70S,2023-05-04T00:30:54.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,23,19,2023-05-04T00:30:54Z,1580000,False,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
162,PT00M56.70S,2023-05-04T00:31:14.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,23,20,2023-05-04T00:31:14Z,1590000,False,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
163,PT00M35.00S,2023-05-04T00:31:41.8Z,1,REGULAR,3pt,Jump Shot,[],203935,65.25952693823915,36.51960784313725,1610612738,26,20,2023-05-04T00:31:49Z,1600000,False,-67.0,274.0,1,right,M. Smart 28' 3PT  (5 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,28.23,Made,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
166,PT00M21.40S,2023-05-04T00:32:20.7Z,1,REGULAR,2pt,Jump Shot,[],203954,26.10052562417871,66.91176470588235,1610612755,26,22,2023-05-04T00:32:30Z,1630000,False,-85.0,193.0,1,left,J. Embiid 21' Jump Shot (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,21.05,Made,6.0,,,,,,,,,,,,,,,,,
167,PT00M03.70S,2023-05-04T00:32:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,86.02168199737189,58.333333333333336,1610612738,26,22,2023-05-04T00:33:34Z,1640000,False,42.0,79.0,1,right,MISS M. Smart 8' driving floating Shot - blocked,"[203935, 203954]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,8.92,Missed,,,,,,,,,Embiid,203954.0,,,,,,,,
168,PT00M03.70S,2023-05-04T00:32:41.9Z,1,REGULAR,block,,[],203954,,,1610612738,26,22,2023-05-04T00:32:44Z,1650000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
169,PT00M02.50S,2023-05-04T00:32:43.1Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,26,22,2023-05-04T00:32:54Z,1660000,False,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,167.0,4.0,3.0,1.0,,,,,,,,,,
170,PT00M00.40S,2023-05-04T00:32:48.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203935,90.16507884362682,71.34650735294117,1610612738,28,22,2023-05-04T00:33:10Z,1670000,False,107.0,40.0,1,right,M. Smart 11' fadeaway Jump Shot (7 PTS),[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,11.39,Made,7.0,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2023-05-04T00:33:04.0Z,1,REGULAR,period,end,[],0,,,1610612755,28,22,2023-05-04T00:33:04Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-05-04T00:36:26.7Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612755,28,22,2023-05-04T00:36:51Z,1690000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-05-04T00:36:26.7Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,28,22,2023-05-04T00:36:51Z,1700000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-05-04T00:36:59.6Z,2,REGULAR,period,start,[],0,,,1610612738,28,22,2023-05-04T00:36:59Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M45.00S,2023-05-04T00:37:13.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203935,93.64323258869908,51.225490196078425,1610612738,30,22,2023-05-04T00:37:23Z,1720000,False,6.0,7.0,1,right,M. Smart alley-oop DUNK (9 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,alley-oop,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.95,Made,9.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
177,PT11M25.00S,2023-05-04T00:37:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.746386333771353,36.37025122549019,1610612755,30,24,2023-05-04T00:37:39Z,1740000,False,68.0,67.0,1,left,T. Maxey 9' driving floating Jump Shot (5 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,9.57,Made,5.0,,,,,,,,,,,,,,,,,
