actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
611,PT07M08.00S,2022-10-02T19:05:18.2Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,118,85,2022-10-02T19:05:20Z,6010000,,,0,,N. Vonleh REBOUND (Off:0 Def:7),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Right Corner 3,24+ Right,,,610.0,7.0,7.0,0.0,,,,,,,,,,,,,,
612,PT07M01.00S,2022-10-02T19:05:25.5Z,4,REGULAR,3pt,Jump Shot,[],1628382,65.65374507227332,30.88235294117647,1610612738,118,85,2022-10-02T19:05:29Z,6020000,-96.0,270.0,1,right,MISS J. Jackson 28' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,28.68,Missed,,,,,,,,,,,,,,,,,,
613,PT06M57.00S,2022-10-02T19:05:29.5Z,4,REGULAR,rebound,defensive,[],1629071,,,1610612766,118,85,2022-10-02T19:05:29Z,6030000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1629071],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,612.0,1.0,1.0,0.0,,,,,,,,,,,,,,
614,PT06M36.00S,2022-10-02T19:05:50.5Z,4,REGULAR,2pt,Jump Shot,[],1631109,15.719448094612352,76.22549019607843,1610612766,118,85,2022-10-02T19:12:00Z,6040000,-131.0,95.0,1,left,MISS M. Williams 16' turnaround fadeaway Shot,[1631109],1610612766.0,CHA,turnaround fadeaway,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left,16.21,Missed,,,,,,,,,,,,,,,,,,
615,PT06M31.00S,2022-10-02T19:05:55.5Z,4,REGULAR,rebound,offensive,[],1631301,,,1610612766,118,85,2022-10-02T19:05:57Z,6050000,,,0,,J. Sims REBOUND (Off:1 Def:0),[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left,,,614.0,1.0,0.0,1.0,,,,,,,,,,,,,,
616,PT06M28.00S,2022-10-02T19:05:58.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629071,31.35676741130092,26.47058823529412,1610612766,118,85,2022-10-02T19:13:14Z,6060000,118.0,242.0,1,left,MISS L. Ball 26' step back 3PT,[1629071],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
617,PT06M26.00S,2022-10-02T19:06:00.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,118,85,2022-10-02T19:06:06Z,6070000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,616.0,,,,,,,,,,,,,,,,,
619,PT06M26.00S,2022-10-02T19:06:08.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,118,85,2022-10-02T19:06:08Z,6090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT06M26.00S,2022-10-02T19:08:31.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,118,85,2022-10-02T19:08:46Z,6100000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M26.00S,2022-10-02T19:08:31.5Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,118,85,2022-10-02T19:08:46Z,6110000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M26.00S,2022-10-02T19:08:31.5Z,4,REGULAR,substitution,in,[],1631120,,,1610612738,118,85,2022-10-02T19:08:46Z,6120000,,,0,,SUB in: J. Davison,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT06M26.00S,2022-10-02T19:08:31.5Z,4,REGULAR,substitution,in,[],1630271,,,1610612738,118,85,2022-10-02T19:08:46Z,6130000,,,0,,SUB in: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT06M12.00S,2022-10-02T19:09:08.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203943,94.56307490144546,50.245098039215684,1610612738,120,85,2022-10-02T19:09:12Z,6140000,1.0,-1.0,1,right,N. Vonleh alley-oop DUNK (7 PTS) (J. Davison 1 AST),"[203943, 1631120]",1610612738.0,BOS,alley-oop,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,7.0,,,,J. Davison,1631120.0,1.0,,,,,,,
626,PT05M52.00S,2022-10-02T19:09:28.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,11.514454664914586,47.794117647058826,1610612766,120,85,2022-10-02T19:09:34Z,6160000,11.0,56.0,1,left,MISS D. Smith Jr. driving floating Shot,[1628372],1610612766.0,CHA,driving floating,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,,,,,,,,,,,,,,
627,PT05M50.00S,2022-10-02T19:09:30.8Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,120,85,2022-10-02T19:09:34Z,6170000,,,0,,N. Vonleh REBOUND (Off:0 Def:8),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,626.0,8.0,8.0,0.0,,,,,,,,,,,,,,
628,PT05M35.00S,2022-10-02T19:09:45.5Z,4,REGULAR,2pt,Jump Shot,[],1627774,93.64323258869908,70.58823529411765,1610612738,120,85,2022-10-02T19:09:49Z,6180000,103.0,7.0,1,right,MISS J. Layman 10' fadeaway Shot,[1627774],1610612738.0,BOS,fadeaway,,,Layman,J. Layman,,,,,Mid-Range,8-16 Right,10.32,Missed,,,,,,,,,,,,,,,,,,
629,PT05M33.00S,2022-10-02T19:09:47.5Z,4,REGULAR,rebound,defensive,[],1631301,,,1610612766,120,85,2022-10-02T19:09:49Z,6190000,,,0,,J. Sims REBOUND (Off:1 Def:1),[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,,,628.0,2.0,1.0,1.0,,,,,,,,,,,,,,
630,PT05M29.00S,2022-10-02T19:09:51.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631301,10.85742444152431,62.5,1610612766,120,85,2022-10-02T19:09:58Z,6200000,-62.0,50.0,1,left,MISS J. Sims 7' running finger roll Layup,[1631301],1610612766.0,CHA,running finger roll,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
631,PT05M27.00S,2022-10-02T19:09:53.1Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,120,85,2022-10-02T19:09:58Z,6210000,,,0,,N. Vonleh REBOUND (Off:0 Def:9),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,630.0,9.0,9.0,0.0,,,,,,,,,,,,,,
632,PT05M24.00S,2022-10-02T19:09:58.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631120,92.32917214191852,55.63725490196079,1610612738,122,85,2022-10-02T19:10:06Z,6220000,28.0,20.0,1,right,J. Davison running Layup (2 PTS),[1631120],1610612738.0,BOS,running,,,Davison,J. Davison,,,,,Restricted Area,0-8 Center,3.43,Made,,,,,2.0,,,,,,,,,,,,,
633,PT05M24.00S,2022-10-02T19:10:01.2Z,4,REGULAR,foul,personal,['1freethrow'],1628372,,,1610612738,122,85,2022-10-02T19:10:14Z,6230000,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Davison 1 FT),"[1628372, 1631120]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Davison,1631120.0,,
635,PT05M24.00S,2022-10-02T19:10:19.7Z,4,REGULAR,substitution,out,[],203943,,,1610612738,122,85,2022-10-02T19:10:25Z,6250000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M24.00S,2022-10-02T19:10:19.7Z,4,REGULAR,substitution,in,[],1629677,,,1610612738,122,85,2022-10-02T19:10:25Z,6260000,,,0,,SUB in: L. Samanic,[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M24.00S,2022-10-02T19:10:38.0Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1631120,,,1610612738,122,85,2022-10-02T19:10:38Z,6270000,,,0,,MISS J. Davison Free Throw 1 of 1,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
638,PT05M22.00S,2022-10-02T19:10:39.8Z,4,REGULAR,rebound,defensive,[],1631301,,,1610612766,122,85,2022-10-02T19:10:39Z,6280000,,,0,,J. Sims REBOUND (Off:1 Def:2),[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,,,,,637.0,3.0,2.0,1.0,,,,,,,,,,,,,,
639,PT05M13.00S,2022-10-02T19:10:48.3Z,4,REGULAR,2pt,Jump Shot,[],1631301,21.23850197109067,26.225490196078432,1610612766,122,85,2022-10-02T19:10:54Z,6290000,119.0,147.0,1,left,MISS J. Sims 18' pullup Shot,[1631301],1610612766.0,CHA,pullup,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,18.91,Missed,,,,,,,,,,,,,,,,,,
640,PT05M10.00S,2022-10-02T19:10:51.3Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612738,122,85,2022-10-02T19:10:54Z,6300000,,,0,,L. Samanic REBOUND (Off:0 Def:1),[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Right Center,,,639.0,1.0,1.0,0.0,,,,,,,,,,,,,,
641,PT05M04.00S,2022-10-02T19:10:57.8Z,4,REGULAR,3pt,Jump Shot,[],1630271,89.70105124835742,2.941176470588235,1610612738,125,85,2022-10-02T19:11:02Z,6310000,-235.0,44.0,1,right,B. Thomas 3PT  (3 PTS) (J. Davison 2 AST),"[1630271, 1631120]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Left Corner 3,24+ Left,23.94,Made,,,,,3.0,,,,J. Davison,1631120.0,2.0,,,,,,,
643,PT04M48.00S,2022-10-02T19:11:13.1Z,4,REGULAR,3pt,Jump Shot,[],1629071,33.722076215505915,30.14705882352941,1610612766,125,85,2022-10-02T19:11:17Z,6330000,99.0,264.0,1,left,MISS L. Ball 28' 3PT,[1629071],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,28.25,Missed,,,,,,,,,,,,,,,,,,
644,PT04M46.00S,2022-10-02T19:11:15.1Z,4,REGULAR,rebound,defensive,[],1631120,,,1610612738,125,85,2022-10-02T19:11:17Z,6340000,,,0,,J. Davison REBOUND (Off:0 Def:1),[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,Above the Break 3,24+ Right Center,,,643.0,1.0,1.0,0.0,,,,,,,,,,,,,,
645,PT04M41.00S,2022-10-02T19:11:20.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630271,71.96123521681997,76.22549019607843,1610612738,125,85,2022-10-02T19:11:27Z,6350000,131.0,211.0,1,right,MISS B. Thomas 24' 3PT,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
646,PT04M37.00S,2022-10-02T19:11:24.7Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612766,125,85,2022-10-02T19:11:27Z,6360000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,645.0,2.0,1.0,1.0,,,,,,,,,,,,,,
647,PT04M25.00S,2022-10-02T19:11:36.6Z,4,REGULAR,3pt,Jump Shot,[],1631301,33.722076215505915,32.84313725490196,1610612766,125,85,2022-10-02T19:11:42Z,6370000,86.0,264.0,1,left,MISS J. Sims 27' 3PT,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
648,PT04M20.00S,2022-10-02T19:11:41.6Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612738,125,85,2022-10-02T19:11:42Z,6380000,,,0,,L. Samanic REBOUND (Off:0 Def:2),[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Center,,,647.0,2.0,2.0,0.0,,,,,,,,,,,,,,
649,PT04M15.00S,2022-10-02T19:11:46.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629677,94.95729303547962,54.65686274509803,1610612738,127,85,2022-10-02T19:11:55Z,6390000,23.0,-5.0,1,right,L. Samanic running Layup (2 PTS) (J. Davison 3 AST),"[1629677, 1631120]",1610612738.0,BOS,running,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,2.0,,,,J. Davison,1631120.0,3.0,,,,,,,
650,PT04M10.00S,2022-10-02T19:12:03.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,127,85,2022-10-02T19:12:40Z,6400000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,out,[],1631109,,,1610612766,127,85,2022-10-02T19:14:14Z,6410000,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,out,[],1628372,,,1610612766,127,85,2022-10-02T19:14:14Z,6420000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,out,[],1629071,,,1610612766,127,85,2022-10-02T19:14:14Z,6430000,,,0,,SUB out: L. Ball,[1629071],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,out,[],1631301,,,1610612766,127,85,2022-10-02T19:14:14Z,6440000,,,0,,SUB out: J. Sims,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,in,[],1631121,,,1610612766,127,85,2022-10-02T19:14:14Z,6450000,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,in,[],1631347,,,1610612766,127,85,2022-10-02T19:14:14Z,6460000,,,0,,SUB in: A. Duruji,[1631347],1610612766.0,CHA,,,,Duruji,A. Duruji,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,in,[],1630622,,,1610612766,127,85,2022-10-02T19:14:14Z,6470000,,,0,,SUB in: J. Crutcher,[1630622],1610612766.0,CHA,,,,Crutcher,J. Crutcher,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT04M10.00S,2022-10-02T19:13:46.0Z,4,REGULAR,substitution,in,[],1631348,,,1610612766,127,85,2022-10-02T19:14:14Z,6480000,,,0,,SUB in: I. Whaley,[1631348],1610612766.0,CHA,,,,Whaley,I. Whaley,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT04M02.00S,2022-10-02T19:14:56.0Z,4,REGULAR,foul,personal,['2freethrow'],1629677,,,1610612766,127,85,2022-10-02T19:15:06Z,6500000,,,0,,L. Samanic shooting personal FOUL (1 PF) (McGowens 2 FT),"[1629677, 1631121]",1610612738.0,BOS,shooting,,,Samanic,L. Samanic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1628482.0,1.0,0.0,McGowens,1631121.0,,
663,PT04M02.00S,2022-10-02T19:15:21.1Z,4,REGULAR,freethrow,1 of 2,[],1631121,,,1610612766,127,86,2022-10-02T19:15:21Z,6520000,,,0,,B. McGowens Free Throw 1 of 2 (2 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
664,PT04M02.00S,2022-10-02T19:15:31.8Z,4,REGULAR,freethrow,2 of 2,[],1631121,,,1610612766,127,86,2022-10-02T19:15:31Z,6530000,,,0,,MISS B. McGowens Free Throw 2 of 2,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
665,PT04M00.00S,2022-10-02T19:15:32.5Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612738,127,86,2022-10-02T19:15:32Z,6540000,,,0,,L. Samanic REBOUND (Off:0 Def:3),[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,,,,,664.0,3.0,3.0,0.0,,,,,,,,,,,,,,
666,PT03M44.00S,2022-10-02T19:15:48.4Z,4,REGULAR,3pt,Jump Shot,[],1628382,88.91261498028909,5.147058823529411,1610612738,130,86,2022-10-02T19:15:53Z,6550000,-224.0,52.0,1,right,J. Jackson 3PT  (3 PTS) (B. Thomas 1 AST),"[1628382, 1630271]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Left Corner 3,24+ Left,23.02,Made,,,,,3.0,,,,B. Thomas,1630271.0,1.0,,,,,,,
668,PT03M23.00S,2022-10-02T19:16:11.9Z,4,REGULAR,turnover,out-of-bounds,[],1630622,,,1610612766,130,86,2022-10-02T19:16:21Z,6570000,,,0,,J. Crutcher bad pass out-of-bounds TURNOVER (1 TO),[1630622],1610612766.0,CHA,bad pass,,,Crutcher,J. Crutcher,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,1628482.0,,,,,,
669,PT03M11.00S,2022-10-02T19:16:31.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628382,92.19776609724047,60.5392156862745,1610612738,132,86,2022-10-02T19:16:38Z,6580000,53.0,21.0,1,right,J. Jackson driving floating Jump Shot (5 PTS) (J. Davison 4 AST),"[1628382, 1631120]",1610612738.0,BOS,driving floating,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,,5.0,,,,J. Davison,1631120.0,4.0,,,,,,,
670,PT02M56.00S,2022-10-02T19:16:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,14.668199737187912,35.78431372549019,1610612766,132,86,2022-10-02T19:17:06Z,6590000,71.0,85.0,1,left,MISS B. McGowens 11' driving finger roll Layup,[1631121],1610612766.0,CHA,driving finger roll,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),8-16 Right,11.11,Missed,,,,,,,,,,,,,,,,,,
671,PT02M52.00S,2022-10-02T19:16:50.0Z,4,REGULAR,rebound,offensive,[],1630539,,,1610612766,132,86,2022-10-02T19:16:53Z,6600000,,,0,,K. Jones REBOUND (Off:1 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,670.0,2.0,1.0,1.0,,,,,,,,,,,,,,
672,PT02M52.00S,2022-10-02T19:16:52.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630539,9.280551905387648,49.50980392156863,1610612766,132,88,2022-10-02T19:16:59Z,6610000,2.0,35.0,1,left,K. Jones DUNK (2 PTS),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,2.0,,,,,,,,,,,,,
673,PT02M52.00S,2022-10-02T19:16:55.7Z,4,REGULAR,foul,personal,['1freethrow'],1629677,,,1610612766,132,88,2022-10-02T19:17:04Z,6620000,,,0,,L. Samanic shooting personal FOUL (2 PF) (Jones 1 FT),"[1629677, 1630539]",1610612738.0,BOS,shooting,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1151.0,2.0,0.0,Jones,1630539.0,,
676,PT02M52.00S,2022-10-02T19:17:28.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630539,,,1610612766,132,88,2022-10-02T19:17:28Z,6640000,,,0,,MISS K. Jones Free Throw 1 of 1,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
677,PT02M50.00S,2022-10-02T19:17:28.8Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612738,132,88,2022-10-02T19:17:28Z,6650000,,,0,,L. Samanic REBOUND (Off:0 Def:4),[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,,,,,676.0,4.0,4.0,0.0,,,,,,,,,,,,,,
678,PT02M35.00S,2022-10-02T19:17:44.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630271,94.82588699080158,56.127450980392155,1610612738,132,88,2022-10-02T19:20:40Z,6660000,31.0,-4.0,1,right,MISS B. Thomas driving reverse Layup - blocked,"[1630271, 1631121]",1610612738.0,BOS,driving reverse,,,Thomas,B. Thomas,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,McGowens,1631121.0
679,PT02M35.00S,2022-10-02T19:17:44.1Z,4,REGULAR,block,,[],1631121,,,1610612738,132,88,2022-10-02T19:17:46Z,6670000,,,0,,B. McGowens BLOCK (1 BLK),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
680,PT02M33.00S,2022-10-02T19:17:46.1Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,132,88,2022-10-02T19:17:52Z,6680000,,,0,,K. Jones REBOUND (Off:1 Def:2),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,678.0,3.0,2.0,1.0,,,,,,,,,,,,,,
681,PT02M26.00S,2022-10-02T19:17:53.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630622,11.908672798948752,51.470588235294116,1610612766,132,88,2022-10-02T19:18:17Z,6690000,-7.0,59.0,1,left,MISS J. Crutcher driving Layup,[1630622],1610612766.0,CHA,driving,,,Crutcher,J. Crutcher,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
682,PT02M23.00S,2022-10-02T19:17:56.5Z,4,REGULAR,rebound,offensive,[],1630539,,,1610612766,132,88,2022-10-02T19:18:17Z,6700000,,,0,,K. Jones REBOUND (Off:2 Def:2),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,681.0,4.0,2.0,2.0,,,,,,,,,,,,,,
683,PT02M22.00S,2022-10-02T19:17:57.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630539,8.492115637319317,50.0,1610612766,132,90,2022-10-02T19:21:56Z,6710000,0.0,27.0,1,left,K. Jones putback DUNK (4 PTS),[1630539],1610612766.0,CHA,putback,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,4.0,,,,,,,,,,,,,
684,PT02M05.00S,2022-10-02T19:18:13.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630271,93.24901445466492,45.83333333333333,1610612738,132,90,2022-10-02T19:18:20Z,6720000,-21.0,11.0,1,right,MISS B. Thomas driving Layup - blocked,"[1630271, 1630539]",1610612738.0,BOS,driving,,,Thomas,B. Thomas,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,Jones,1630539.0
693,PT02M05.00S,2022-10-02T19:18:13.7Z,4,REGULAR,block,,[],1630539,,,1610612738,132,90,2022-10-02T19:19:30Z,6725000,,,0,,K. Jones BLOCK (1 BLK),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
685,PT02M04.00S,2022-10-02T19:18:14.7Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,132,90,2022-10-02T19:18:20Z,6730000,,,0,,K. Jones REBOUND (Off:2 Def:3),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,684.0,5.0,3.0,2.0,,,,,,,,,,,,,,
686,PT02M01.00S,2022-10-02T19:18:26.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631120,,,1610612766,132,90,2022-10-02T19:18:34Z,6740000,,,0,,J. Davison shooting personal FOUL (1 PF) (Jones 2 FT),"[1631120, 1630539]",1610612738.0,BOS,shooting,,,Davison,J. Davison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Jones,1630539.0,,
688,PT02M01.00S,2022-10-02T19:18:48.6Z,4,REGULAR,freethrow,1 of 2,[],1630539,,,1610612766,132,90,2022-10-02T19:18:48Z,6760000,,,0,,MISS K. Jones Free Throw 1 of 2,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
689,PT02M01.00S,2022-10-02T19:18:48.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,132,90,2022-10-02T19:18:48Z,6770000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,688.0,,,,,,,,,,,,,,,,,
690,PT02M01.00S,2022-10-02T19:19:01.3Z,4,REGULAR,freethrow,2 of 2,[],1630539,,,1610612766,132,91,2022-10-02T19:19:01Z,6780000,,,0,,K. Jones Free Throw 2 of 2 (5 PTS),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
691,PT01M51.00S,2022-10-02T19:19:13.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631120,94.56307490144546,51.71568627450981,1610612738,132,91,2022-10-02T19:19:17Z,6790000,9.0,-1.0,1,right,MISS J. Davison driving finger roll Layup,[1631120],1610612738.0,BOS,driving finger roll,,,Davison,J. Davison,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
