actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
171,PT01M22.00S,2022-10-02T17:38:00.3Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,26,22,2022-10-02T17:38:02Z,1700000,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,,,170.0,3.0,2.0,1.0,,,,,,,,,,,,,,
172,PT01M11.00S,2022-10-02T17:38:11.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629667,92.9862023653088,63.23529411764706,1610612766,26,24,2022-10-02T17:48:37Z,1710000,66.0,13.0,1,right,J. McDaniels 6' driving bank Hook (2 PTS),[1629667],1610612766.0,CHA,driving bank,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.75,Made,,,,,2.0,,,,,,,,,,,,,
173,PT00M59.20S,2022-10-02T17:38:23.0Z,1,REGULAR,3pt,Jump Shot,[],1630202,30.699737187910642,78.67647058823529,1610612738,26,24,2022-10-02T17:38:30Z,1720000,-143.0,236.0,1,left,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,27.62,Missed,,,,,,,,,,,,,,,,,,
174,PT00M54.80S,2022-10-02T17:38:27.4Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,26,24,2022-10-02T17:51:10Z,1730000,,,0,,G. Williams REBOUND (Off:2 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,173.0,2.0,0.0,2.0,,,,,,,,,,,,,,
175,PT00M54.80S,2022-10-02T17:38:38.1Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,26,24,2022-10-02T17:38:59Z,1740000,,,0,,J. Brown step out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,1627961.0,,,,,,
176,PT00M54.80S,2022-10-02T17:38:41.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612766,26,24,2022-10-02T17:38:46Z,1750000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M54.80S,2022-10-02T17:38:41.7Z,1,REGULAR,substitution,in,[],1630573,,,1610612766,26,24,2022-10-02T17:38:46Z,1760000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M44.60S,2022-10-02T17:39:01.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630550,94.69448094612353,49.50980392156863,1610612766,26,24,2022-10-02T17:39:07Z,1770000,-2.0,-3.0,1,right,MISS J. Thor alley-oop DUNK,[1630550],1610612766.0,CHA,alley-oop,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
179,PT00M42.70S,2022-10-02T17:39:03.9Z,1,REGULAR,rebound,defensive,[],203943,,,1610612738,26,24,2022-10-02T17:39:03Z,1780000,,,0,,N. Vonleh REBOUND (Off:0 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,,
180,PT00M37.60S,2022-10-02T17:39:13.9Z,1,REGULAR,foul,offensive,['inpenalty'],203943,,,1610612738,26,24,2022-10-02T17:39:26Z,1790000,,,0,,N. Vonleh offensive FOUL (2 PF),"[203943, 1626179]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1151.0,2.0,0.0,Rozier,1626179.0,,
182,PT00M37.60S,2022-10-02T17:39:13.9Z,1,REGULAR,turnover,offensive foul,[],203943,,,1610612738,26,24,2022-10-02T17:39:13Z,1810000,,,0,,N. Vonleh offensive foul TURNOVER (1 TO),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,1151.0,,,,,,
183,PT00M32.30S,2022-10-02T17:39:29.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,73.27529566360053,80.14705882352942,1610612766,26,24,2022-10-02T17:39:34Z,1820000,151.0,199.0,1,right,MISS T. Rozier 24' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
184,PT00M29.60S,2022-10-02T17:39:32.6Z,1,REGULAR,rebound,defensive,[],203943,,,1610612738,26,24,2022-10-02T17:39:34Z,1830000,,,0,,N. Vonleh REBOUND (Off:0 Def:3),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Right Center,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,,
185,PT00M06.20S,2022-10-02T17:39:56.0Z,1,REGULAR,3pt,Jump Shot,[],203943,27.54599211563732,85.5392156862745,1610612738,29,24,2022-10-02T17:40:02Z,1840000,-178.0,206.0,1,left,N. Vonleh 27' 3PT pullup (3 PTS) (P. Pritchard 1 AST),"[203943, 1630202]",1610612738.0,BOS,pullup,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Left Center,27.24,Made,,,,,3.0,,,,P. Pritchard,1630202.0,1.0,,,,,,,
187,PT00M00.00S,2022-10-02T17:40:05.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,62.5,22.058823529411764,1610612766,29,24,2022-10-02T17:40:10Z,1860000,-140.0,300.0,1,right,MISS T. Rozier 33' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,33.09,Missed,,,,,,,,,,,,,,,,,,
188,PT00M00.00S,2022-10-02T17:40:08.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,29,24,2022-10-02T17:40:08Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,187.0,,,,,,,,,,,,,,,,,
189,PT00M00.00S,2022-10-02T17:40:09.2Z,1,REGULAR,period,end,[],0,,,1610612766,29,24,2022-10-02T17:40:09Z,1880000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-10-02T17:42:52.8Z,2,REGULAR,period,start,[],0,,,1610612738,29,24,2022-10-02T17:42:52Z,1890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M46.00S,2022-10-02T17:43:06.1Z,2,REGULAR,3pt,Jump Shot,[],1630573,28.991458607095925,24.509803921568626,1610612738,32,24,2022-10-02T17:43:15Z,1900000,127.0,220.0,1,left,S. Hauser 25' 3PT  (3 PTS) (M. Brogdon 1 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.43,Made,,,,,3.0,,,,M. Brogdon,1627763.0,1.0,,,,,,,
193,PT11M25.00S,2022-10-02T17:43:25.9Z,2,REGULAR,2pt,Jump Shot,[],1629667,90.09526938239159,67.8921568627451,1610612766,32,26,2022-10-02T17:43:36Z,1920000,89.0,41.0,1,right,J. McDaniels 9' driving floating Jump Shot (4 PTS) (N. Richards 1 AST),"[1629667, 1630208]",1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,9.83,Made,,,,,4.0,,,,N. Richards,1630208.0,1.0,,,,,,,
194,PT11M15.00S,2022-10-02T17:43:36.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203943,8.09789750328515,50.73529411764706,1610612738,34,26,2022-10-02T17:43:40Z,1930000,-4.0,24.0,1,left,N. Vonleh cutting DUNK (5 PTS) (G. Williams 2 AST),"[203943, 1629684]",1610612738.0,BOS,cutting,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,5.0,,,,G. Williams,1629684.0,2.0,,,,,,,
197,PT11M14.00S,2022-10-02T17:43:43.9Z,2,REGULAR,foul,personal,[],203943,,,1610612766,34,26,2022-10-02T17:43:50Z,1950000,,,0,,N. Vonleh personal FOUL (3 PF),"[203943, 1626179]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1628482.0,3.0,0.0,Rozier,1626179.0,,
199,PT10M59.00S,2022-10-02T17:44:12.8Z,2,REGULAR,turnover,traveling,[],1629667,,,1610612766,34,26,2022-10-02T17:44:26Z,1970000,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,1151.0,,,,,,
200,PT10M59.00S,2022-10-02T17:44:16.6Z,2,REGULAR,substitution,out,[],203943,,,1610612738,34,26,2022-10-02T17:44:19Z,1980000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M59.00S,2022-10-02T17:44:16.6Z,2,REGULAR,substitution,in,[],1629662,,,1610612738,34,26,2022-10-02T17:44:19Z,1990000,,,0,,SUB in: M. Kabengele,[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M52.00S,2022-10-02T17:44:35.3Z,2,REGULAR,foul,offensive,[],1629662,,,1610612738,34,26,2022-10-02T17:44:51Z,2000000,,,0,,M. Kabengele offensive FOUL (1 PF),"[1629662, 1626179]",1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1628482.0,1.0,0.0,Rozier,1626179.0,,
204,PT10M52.00S,2022-10-02T17:44:35.3Z,2,REGULAR,turnover,offensive foul,[],1629662,,,1610612738,34,26,2022-10-02T17:44:35Z,2020000,,,0,,M. Kabengele offensive foul TURNOVER (1 TO),[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,1628482.0,,,,,,
205,PT10M44.00S,2022-10-02T17:44:54.5Z,2,REGULAR,turnover,lost ball,[],1630547,,,1610612766,34,26,2022-10-02T17:44:58Z,2030000,,,0,,J. Bouknight lost ball TURNOVER (1 TO),"[1630547, 1630573]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Hauser,1630573.0,,,,,,,,,,
206,PT10M44.00S,2022-10-02T17:44:54.5Z,2,REGULAR,steal,,[],1630573,,,1610612738,34,26,2022-10-02T17:44:56Z,2040000,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
207,PT10M37.00S,2022-10-02T17:45:01.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,11.12023653088042,64.4607843137255,1610612738,36,26,2022-10-02T17:45:06Z,2050000,-72.0,52.0,1,left,G. Williams 8' driving Layup (2 PTS) (M. Brogdon 2 AST),"[1629684, 1627763]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,8.91,Made,,,,,2.0,,,,M. Brogdon,1627763.0,2.0,,,,,,,
209,PT10M36.00S,2022-10-02T17:45:08.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,36,26,2022-10-02T17:45:08Z,2070000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M14.00S,2022-10-02T17:48:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,87.20433639947439,40.19607843137255,1610612766,36,26,2022-10-02T17:55:22Z,2080000,-49.0,68.0,1,right,MISS J. McDaniels 8' driving floating Shot,[1629667],1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,8.37,Missed,,,,,,,,,,,,,,,,,,
211,PT10M10.00S,2022-10-02T17:48:25.4Z,2,REGULAR,rebound,offensive,[],1630547,,,1610612766,36,26,2022-10-02T17:55:22Z,2090000,,,0,,J. Bouknight REBOUND (Off:1 Def:0),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Left,,,210.0,1.0,0.0,1.0,,,,,,,,,,,,,,
212,PT10M10.00S,2022-10-02T17:48:25.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630547,94.40999984741211,50.0,1610612766,36,26,2022-10-02T17:48:25Z,2100000,0.0,0.0,1,right,MISS J. Bouknight tip Layup,[1630547],1610612766.0,CHA,tip,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
213,PT10M10.00S,2022-10-02T17:48:25.6Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,36,26,2022-10-02T17:48:25Z,2110000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT10M07.00S,2022-10-02T17:48:28.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,10.33180026281209,97.30392156862744,1610612738,39,26,2022-10-02T17:56:26Z,2120000,-237.0,45.0,1,left,G. Williams 24' 3PT running (5 PTS) (M. Brogdon 3 AST),"[1629684, 1627763]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,24.07,Made,,,,,5.0,,,,M. Brogdon,1627763.0,3.0,,,,,,,
216,PT09M56.00S,2022-10-02T17:48:39.5Z,2,REGULAR,3pt,Jump Shot,[],1630547,65.25952693823915,40.68627450980392,1610612766,39,26,2022-10-02T17:48:46Z,2140000,-47.0,274.0,1,right,MISS J. Bouknight 27' step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,27.8,Missed,,,,,,,,,,,,,,,,,,
217,PT09M51.00S,2022-10-02T17:48:44.5Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,39,26,2022-10-02T17:48:46Z,2150000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,216.0,3.0,3.0,0.0,,,,,,,,,,,,,,
218,PT09M48.00S,2022-10-02T17:48:49.5Z,2,REGULAR,foul,personal,[],1630550,,,1610612738,39,26,2022-10-02T17:48:57Z,2160000,,,0,,J. Thor personal FOUL (1 PF),"[1630550, 1629684]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Williams,1629684.0,,
220,PT09M44.00S,2022-10-02T17:49:17.3Z,2,REGULAR,3pt,Jump Shot,[],1630573,20.844283837056505,9.313725490196079,1610612738,42,26,2022-10-02T17:49:23Z,2180000,203.0,143.0,1,left,S. Hauser 24' 3PT  (6 PTS) (M. Brogdon 4 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,6.0,,,,M. Brogdon,1627763.0,4.0,,,,,,,
222,PT09M22.00S,2022-10-02T17:49:39.4Z,2,REGULAR,2pt,Layup,[],1626179,93.9060446780552,66.42156862745098,1610612766,42,26,2022-10-02T17:49:46Z,2200000,82.0,5.0,1,right,MISS T. Rozier 8' driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,8.22,Missed,,,,,,,,,,,,,,,,,,
223,PT09M20.00S,2022-10-02T17:49:41.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,42,26,2022-10-02T17:49:46Z,2210000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,222.0,3.0,1.0,2.0,,,,,,,,,,,,,,
346,PT09M14.00S,2022-10-02T17:49:50.9Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612738,42,26,2022-10-02T18:07:20Z,2235000,,,0,,M. Brogdon bad pass TURNOVER (3 TO),"[1627763, 1630208]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Right,,,,,,,,3.0,Richards,1630208.0,,,,,,,,,,
347,PT09M14.00S,2022-10-02T17:49:50.9Z,2,REGULAR,steal,,[],1630208,,,1610612766,42,26,2022-10-02T18:07:20Z,2237500,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
226,PT09M06.00S,2022-10-02T17:49:54.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629667,87.59855453350855,56.372549019607845,1610612766,42,28,2022-10-02T18:07:20Z,2240000,32.0,64.0,1,right,J. McDaniels 7' running Jump Shot (6 PTS),[1629667],1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,6.0,,,,,,,,,,,,,
227,PT08M54.00S,2022-10-02T17:50:07.0Z,2,REGULAR,2pt,Jump Shot,[],1627763,25.18068331143233,39.21568627450981,1610612738,42,28,2022-10-02T17:50:11Z,2250000,54.0,184.0,1,left,MISS M. Brogdon 19' Jump Shot,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,19.19,Missed,,,,,,,,,,,,,,,,,,
228,PT08M52.00S,2022-10-02T17:50:09.0Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,42,28,2022-10-02T17:50:11Z,2260000,,,0,,N. Richards REBOUND (Off:1 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,,,227.0,4.0,3.0,1.0,,,,,,,,,,,,,,
229,PT08M32.00S,2022-10-02T17:50:29.1Z,2,REGULAR,2pt,Jump Shot,[],1629667,80.1084099868594,26.96078431372549,1610612766,42,30,2022-10-02T17:50:37Z,2270000,-115.0,134.0,1,right,J. McDaniels 17' turnaround Jump Shot (8 PTS),[1629667],1610612766.0,CHA,turnaround,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,17.71,Made,,,,,8.0,,,,,,,,,,,,,
230,PT08M18.00S,2022-10-02T17:50:42.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,30.831143232588698,18.38235294117647,1610612738,45,30,2022-10-02T17:50:48Z,2280000,158.0,237.0,1,left,G. Williams 28' 3PT  (8 PTS) (M. Brogdon 5 AST),"[1629684, 1627763]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,28.51,Made,,,,,8.0,,,,M. Brogdon,1627763.0,5.0,,,,,,,
232,PT08M02.00S,2022-10-02T17:50:59.0Z,2,REGULAR,2pt,Layup,[],1630547,92.59198423127464,70.09803921568627,1610612766,45,30,2022-10-02T18:02:47Z,2300000,100.0,17.0,1,right,MISS J. Bouknight 10' driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Right,10.19,Missed,,,,,,,,,,,,,,,,,,
233,PT08M00.00S,2022-10-02T17:51:01.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,45,30,2022-10-02T18:02:47Z,2310000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,232.0,4.0,2.0,2.0,,,,,,,,,,,,,,
234,PT07M51.00S,2022-10-02T17:51:12.0Z,2,REGULAR,turnover,out-of-bounds,[],1630573,,,1610612738,45,30,2022-10-02T17:51:39Z,2320000,,,0,,S. Hauser lost ball out-of-bounds TURNOVER (1 TO),[1630573],1610612738.0,BOS,lost ball,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,,,,,,,,1.0,,,,,,1151.0,,,,,,
235,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612766,45,30,2022-10-02T17:51:32Z,2330000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,out,[],1630573,,,1610612766,45,30,2022-10-02T17:51:32Z,2340000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,out,[],1629662,,,1610612766,45,30,2022-10-02T17:51:32Z,2350000,,,0,,SUB out: M. Kabengele,[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,45,30,2022-10-02T17:51:32Z,2360000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,45,30,2022-10-02T17:51:32Z,2370000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612766,45,30,2022-10-02T17:51:32Z,2380000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612766,45,30,2022-10-02T17:51:32Z,2390000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,in,[],201143,,,1610612766,45,30,2022-10-02T17:51:32Z,2400000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,45,30,2022-10-02T17:51:32Z,2410000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M51.00S,2022-10-02T17:51:14.6Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,45,30,2022-10-02T17:51:32Z,2420000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M37.00S,2022-10-02T17:51:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,93.51182654402102,45.34313725490196,1610612766,45,30,2022-10-02T17:51:51Z,2430000,-23.0,8.0,1,right,MISS L. Ball driving Layup - blocked,"[1630163, 1629684]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0
246,PT07M37.00S,2022-10-02T17:51:46.4Z,2,REGULAR,block,,[],1629684,,,1610612766,45,30,2022-10-02T17:51:49Z,2440000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT07M35.00S,2022-10-02T17:51:48.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,30,2022-10-02T17:51:51Z,2450000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,,
248,PT07M32.00S,2022-10-02T17:51:54.4Z,2,REGULAR,foul,personal,[],1630550,,,1610612738,45,30,2022-10-02T17:52:02Z,2460000,,,0,,J. Thor personal FOUL (2 PF),"[1630550, 201143]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1627961.0,2.0,0.0,Horford,201143.0,,
250,PT07M32.00S,2022-10-02T17:52:02.7Z,2,REGULAR,substitution,out,[],1630547,,,1610612738,45,30,2022-10-02T17:52:08Z,2480000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M32.00S,2022-10-02T17:52:02.7Z,2,REGULAR,substitution,out,[],1630208,,,1610612738,45,30,2022-10-02T17:52:08Z,2490000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M32.00S,2022-10-02T17:52:02.7Z,2,REGULAR,substitution,in,[],1631121,,,1610612738,45,30,2022-10-02T17:52:08Z,2500000,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M32.00S,2022-10-02T17:52:02.7Z,2,REGULAR,substitution,in,[],203486,,,1610612738,45,30,2022-10-02T17:52:08Z,2510000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M23.00S,2022-10-02T17:52:27.8Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,45,30,2022-10-02T17:52:31Z,2520000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1626162]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,,,,
255,PT07M23.00S,2022-10-02T17:52:27.8Z,2,REGULAR,steal,,[],1626162,,,1610612766,45,30,2022-10-02T17:52:29Z,2530000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
