actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
476,PT11M41.00S,2023-05-14T21:35:33.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,25.443495400788436,11.029411764705882,1610612738,88,62,2023-05-14T21:35:38Z,4560000,False,195.0,187.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,,,,,,,,,,,,,,,,,
477,PT11M40.00S,2023-05-14T21:35:34.3Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,88,62,2023-05-14T21:35:38Z,4570000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,476.0,5.0,5.0,0.0,,,,,,,,,,,,,,
478,PT11M32.00S,2023-05-14T21:35:41.7Z,4,REGULAR,3pt,Jump Shot,[],1629001,93.11760840998686,2.941176470588235,1610612755,88,65,2023-05-14T21:35:48Z,4580000,False,-235.0,12.0,1,right,D. Melton 3PT  (7 PTS) (T. Maxey 3 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.56,Made,,,,,,,,7.0,T. Maxey,1630178.0,3.0,,,,,,,
480,PT11M17.00S,2023-05-14T21:35:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,41.42156862745098,1610612738,88,65,2023-05-14T21:36:02Z,4600000,False,43.0,10.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.41,Missed,,,,,,,,,,,,,,,,,,
481,PT11M16.00S,2023-05-14T21:35:57.5Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,88,65,2023-05-14T21:36:02Z,4610000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,480.0,4.0,4.0,0.0,,,,,,,,,,,,,,
482,PT11M06.00S,2023-05-14T21:36:07.4Z,4,REGULAR,turnover,bad pass,[],1629001,,,1610612755,88,65,2023-05-14T21:36:11Z,4620000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1628369]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
483,PT11M06.00S,2023-05-14T21:36:07.4Z,4,REGULAR,steal,,[],1628369,,,1610612738,88,65,2023-05-14T21:36:09Z,4630000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
484,PT10M52.00S,2023-05-14T21:36:21.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201143,12.697109067017081,50.0,1610612738,88,65,2023-05-14T21:36:32Z,4640000,False,0.0,67.0,1,left,MISS A. Horford 6' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,,
485,PT10M51.00S,2023-05-14T21:36:22.9Z,4,REGULAR,rebound,offensive,[],1627763,,,1610612738,88,65,2023-05-14T21:36:32Z,4650000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,484.0,2.0,1.0,1.0,,,,,,,,,,,,,,
486,PT10M51.00S,2023-05-14T21:36:26.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627763,5.590000152587891,50.0,1610612738,88,65,2023-05-14T21:36:54Z,4660000,False,0.0,0.0,1,left,MISS M. Brogdon tip Layup,[1627763],1610612738.0,BOS,tip,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
487,PT10M49.00S,2023-05-14T21:36:28.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,88,65,2023-05-14T21:36:54Z,4670000,False,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,486.0,6.0,6.0,0.0,,,,,,,,,,,,,,
488,PT10M43.00S,2023-05-14T21:36:30.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,91.40932982917214,94.11764705882352,1610612755,88,65,2023-05-14T21:37:40Z,4680000,False,221.0,28.0,1,right,MISS D. Melton running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,22.24,Missed,,,,,,,,,,,,,,,,,,
489,PT10M41.00S,2023-05-14T21:36:32.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,88,65,2023-05-14T21:36:41Z,4690000,False,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,488.0,7.0,6.0,1.0,,,,,,,,,,,,,,
490,PT10M25.00S,2023-05-14T21:36:47.7Z,4,REGULAR,3pt,Jump Shot,[],1627763,30.831143232588698,64.70588235294117,1610612738,91,65,2023-05-14T21:39:20Z,4700000,False,-74.0,237.0,1,left,M. Brogdon 24' 3PT pullup (8 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,24.84,Made,,,,,,,,8.0,,,,,,,,,,
491,PT10M04.00S,2023-05-14T21:37:09.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.59198423127464,45.588235294117645,1610612755,91,65,2023-05-14T21:37:15Z,4710000,False,-22.0,17.0,1,right,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,,
492,PT10M02.00S,2023-05-14T21:37:11.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,91,65,2023-05-14T21:37:15Z,4720000,False,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,491.0,11.0,11.0,0.0,,,,,,,,,,,,,,
493,PT09M59.00S,2023-05-14T21:37:15.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,5.863994743758213,53.18627450980392,1610612738,93,65,2023-05-14T21:37:21Z,4730000,False,-16.0,3.0,1,left,M. Brogdon running reverse Layup (10 PTS) (J. Tatum 5 AST),"[1627763, 1628369]",1610612738.0,BOS,running reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,10.0,J. Tatum,1628369.0,5.0,,,,,,,
495,PT09M59.00S,2023-05-14T21:37:23.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,93,65,2023-05-14T21:37:23Z,4750000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M59.00S,2023-05-14T21:39:27.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612755,93,65,2023-05-14T21:40:24Z,4760000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M59.00S,2023-05-14T21:39:27.0Z,4,REGULAR,substitution,in,[],1628401,,,1610612755,93,65,2023-05-14T21:40:24Z,4770000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT09M47.00S,2023-05-14T21:41:08.3Z,4,REGULAR,foul,personal,['3freethrow'],1628401,,,1610612755,93,65,2023-05-14T21:42:35Z,4780000,False,,,0,,D. White flagrant-type-1 personal FOUL (3 PF) (Maxey 3 FT),"[1628401, 1630178]",1610612738.0,BOS,flagrant-type-1,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2715.0,3.0,0.0,Maxey,1630178.0,,
501,PT09M47.00S,2023-05-14T21:43:00.9Z,4,REGULAR,freethrow,1 of 3,[],1630178,,,1610612755,93,66,2023-05-14T21:43:28Z,4810000,False,,,0,,T. Maxey flagrant Free Throw 1 of 3 (13 PTS),[1630178],1610612755.0,PHI,flagrant,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
502,PT09M47.00S,2023-05-14T21:43:00.9Z,4,REGULAR,freethrow,2 of 3,[],1630178,,,1610612755,93,67,2023-05-14T21:43:28Z,4820000,False,,,0,,T. Maxey flagrant Free Throw 2 of 3 (14 PTS),[1630178],1610612755.0,PHI,flagrant,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
503,PT09M47.00S,2023-05-14T21:43:00.9Z,4,REGULAR,freethrow,3 of 3,[],1630178,,,1610612755,93,68,2023-05-14T21:43:28Z,4830000,False,,,0,,T. Maxey flagrant Free Throw 3 of 3 (15 PTS),[1630178],1610612755.0,PHI,flagrant,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
504,PT09M36.00S,2023-05-14T21:43:50.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.40932982917214,44.85294117647059,1610612755,93,70,2023-05-14T21:44:18Z,4840000,False,-26.0,28.0,1,right,J. Embiid driving Layup (15 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,,15.0,T. Maxey,1630178.0,4.0,,,,,,,
506,PT09M14.00S,2023-05-14T21:44:12.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.915243101182654,41.911764705882355,1610612738,95,70,2023-05-14T21:44:20Z,4860000,False,40.0,13.0,1,left,J. Tatum driving Layup (44 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,,,,44.0,,,,,,,,,,
507,PT09M00.00S,2023-05-14T21:44:28.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630178,92.32917214191852,41.66666666666667,1610612755,95,72,2023-05-14T21:44:46Z,4870000,False,-42.0,20.0,1,right,T. Maxey driving Layup (17 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,,,,,,,,17.0,,,,,,,,,,
508,PT09M00.00S,2023-05-14T21:44:34.1Z,4,REGULAR,violation,defensive goaltending,[],1628369,,,1610612755,95,72,2023-05-14T21:44:46Z,4880000,False,,,0,,J. Tatum defensive goaltending VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,
509,PT09M00.00S,2023-05-14T21:44:49.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,95,72,2023-05-14T21:44:49Z,4890000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M00.00S,2023-05-14T21:46:15.0Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,95,72,2023-05-14T21:48:05Z,4910000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M00.00S,2023-05-14T21:46:15.0Z,4,REGULAR,substitution,in,[],203935,,,1610612738,95,72,2023-05-14T21:48:05Z,4920000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M46.00S,2023-05-14T21:48:40.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.338370565045992,52.20588235294118,1610612738,97,72,2023-05-14T21:48:43Z,4930000,False,-11.0,-2.0,1,left,J. Tatum driving Layup (46 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,,,,46.0,M. Smart,203935.0,3.0,,,,,,,
514,PT08M28.00S,2023-05-14T21:48:57.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.32917214191852,43.872549019607845,1610612755,97,74,2023-05-14T21:49:01Z,4940000,False,-31.0,20.0,1,right,T. Harris driving Layup (15 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,15.0,,,,,,,,,,
516,PT08M08.00S,2023-05-14T21:49:20.8Z,4,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612738,97,74,2023-05-14T21:49:33Z,4950000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630178, 1628369]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,
518,PT08M08.00S,2023-05-14T21:49:42.6Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,98,74,2023-05-14T21:49:42Z,4970000,False,,,0,,J. Tatum Free Throw 1 of 2 (47 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,47.0,,,,,,,,,,
519,PT08M08.00S,2023-05-14T21:49:58.7Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,99,74,2023-05-14T21:49:58Z,4980000,False,,,0,,J. Tatum Free Throw 2 of 2 (48 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,48.0,,,,,,,,,,
520,PT07M46.00S,2023-05-14T21:50:23.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,88.38699080157687,63.970588235294116,1610612755,99,76,2023-05-14T21:50:27Z,4990000,False,70.0,57.0,1,right,T. Harris 9' fadeaway Jump Shot (17 PTS),[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,9.0,Made,,,,,,,,17.0,,,,,,,,,,
521,PT07M21.00S,2023-05-14T21:50:48.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,10.85742444152431,2.2058823529411766,1610612738,102,76,2023-05-14T21:50:56Z,5000000,False,239.0,50.0,1,left,J. Tatum 24' 3PT  (51 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,24.41,Made,,,,,,,,51.0,M. Smart,203935.0,4.0,,,,,,,
523,PT07M12.00S,2023-05-14T21:51:09.1Z,4,REGULAR,foul,personal,[],1628369,,,1610612755,102,76,2023-05-14T21:51:17Z,5020000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,1.0,0.0,Embiid,203954.0,,
525,PT07M07.00S,2023-05-14T21:51:26.4Z,4,REGULAR,3pt,Jump Shot,[],202699,71.04139290407359,20.588235294117645,1610612755,102,76,2023-05-14T21:51:34Z,5040000,False,-147.0,220.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
526,PT07M04.00S,2023-05-14T21:51:29.4Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,102,76,2023-05-14T21:51:34Z,5050000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,525.0,7.0,6.0,1.0,,,,,,,,,,,,,,
527,PT07M02.00S,2023-05-14T21:51:32.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202699,65.1281208935611,46.81372549019608,1610612755,102,76,2023-05-14T21:51:38Z,5060000,False,-16.0,275.0,1,right,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,27.58,Missed,,,,,,,,,,,,,,,,,,
528,PT07M01.00S,2023-05-14T21:51:33.0Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,102,76,2023-05-14T21:51:38Z,5070000,False,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,527.0,8.0,7.0,1.0,,,,,,,,,,,,,,
529,PT06M54.00S,2023-05-14T21:51:39.4Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,102,76,2023-05-14T21:51:42Z,5080000,False,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 201935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,Harden,201935.0,,,,,,,,,,,
530,PT06M54.00S,2023-05-14T21:51:39.4Z,4,REGULAR,steal,,[],201935,,,1610612755,102,76,2023-05-14T21:51:41Z,5090000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
531,PT06M47.00S,2023-05-14T21:51:46.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629001,92.72339027595268,54.65686274509803,1610612755,102,76,2023-05-14T21:51:50Z,5100000,False,23.0,16.0,1,right,MISS D. Melton driving Layup - blocked,"[1629001, 1627759]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0
532,PT06M47.00S,2023-05-14T21:51:46.1Z,4,REGULAR,block,,[],1627759,,,1610612755,102,76,2023-05-14T21:51:48Z,5110000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
533,PT06M45.00S,2023-05-14T21:51:48.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,76,2023-05-14T21:51:50Z,5120000,False,,,0,,J. Tatum REBOUND (Off:0 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,531.0,12.0,12.0,0.0,,,,,,,,,,,,,,
534,PT06M40.00S,2023-05-14T21:51:54.0Z,4,REGULAR,3pt,Jump Shot,[],1627763,25.04927726675427,13.480392156862745,1610612738,102,76,2023-05-14T21:54:04Z,5130000,False,183.0,183.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
535,PT06M38.00S,2023-05-14T21:51:56.0Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,102,76,2023-05-14T21:52:01Z,5140000,False,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,534.0,8.0,7.0,1.0,,,,,,,,,,,,,,
536,PT06M24.00S,2023-05-14T21:52:08.6Z,4,REGULAR,3pt,Jump Shot,[],203954,69.33311432325887,73.52941176470588,1610612755,102,76,2023-05-14T21:52:12Z,5150000,False,118.0,236.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
537,PT06M23.00S,2023-05-14T21:52:09.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,76,2023-05-14T21:52:12Z,5160000,False,,,0,,J. Tatum REBOUND (Off:0 Def:13),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,536.0,13.0,13.0,0.0,,,,,,,,,,,,,,
538,PT06M01.00S,2023-05-14T21:52:32.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,24.78646517739816,8.333333333333332,1610612738,102,76,2023-05-14T21:52:39Z,5170000,False,208.0,180.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.56,Missed,,,,,,,,,,,,,,,,,,
539,PT06M00.00S,2023-05-14T21:52:33.4Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,102,76,2023-05-14T21:53:04Z,5180000,False,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,538.0,9.0,7.0,2.0,,,,,,,,,,,,,,
540,PT05M51.00S,2023-05-14T21:52:42.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,5.863994743758213,54.166666666666664,1610612738,104,76,2023-05-14T21:52:46Z,5190000,False,-21.0,3.0,1,left,M. Brogdon driving Layup (12 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,,12.0,,,,,,,,,,
541,PT05M38.00S,2023-05-14T21:52:55.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,90.48948751642575,50.98039215686274,1610612755,104,76,2023-05-14T21:53:01Z,5200000,False,5.0,37.0,1,right,MISS D. Melton cutting Layup - blocked,"[1629001, 203935]",1610612755.0,PHI,cutting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,Smart,203935.0
542,PT05M38.00S,2023-05-14T21:52:55.0Z,4,REGULAR,block,,[],203935,,,1610612755,104,76,2023-05-14T21:52:57Z,5210000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
543,PT05M37.00S,2023-05-14T21:52:56.0Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,104,76,2023-05-14T21:53:01Z,5220000,False,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,541.0,4.0,4.0,0.0,,,,,,,,,,,,,,
544,PT05M25.00S,2023-05-14T21:53:12.4Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,104,76,2023-05-14T21:53:17Z,5230000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,,,,,1662.0,,,,,,
545,PT05M14.00S,2023-05-14T21:53:24.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,91.93495400788436,49.754901960784316,1610612755,104,78,2023-05-14T21:53:28Z,5240000,False,-1.0,23.0,1,right,T. Harris cutting Layup (19 PTS) (J. Harden 7 AST),"[202699, 201935]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,,19.0,J. Harden,201935.0,7.0,,,,,,,
547,PT04M55.00S,2023-05-14T21:53:44.9Z,4,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,104,78,2023-05-14T21:53:54Z,5260000,False,,,0,,T. Harris shooting personal FOUL (3 PF) (Brown 2 FT),"[202699, 1627759]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2715.0,3.0,0.0,Brown,1627759.0,,
549,PT04M55.00S,2023-05-14T21:54:23.9Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,105,78,2023-05-14T21:54:23Z,5280000,False,,,0,,J. Brown Free Throw 1 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
550,PT04M55.00S,2023-05-14T21:54:44.3Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,106,78,2023-05-14T21:54:44Z,5290000,False,,,0,,J. Brown Free Throw 2 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,21.0,,,,,,,,,,
551,PT04M45.00S,2023-05-14T21:54:56.4Z,4,REGULAR,3pt,Jump Shot,[],1629001,88.91261498028909,4.166666666666666,1610612755,106,78,2023-05-14T21:55:02Z,5300000,False,-229.0,52.0,1,right,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
552,PT04M43.00S,2023-05-14T21:54:58.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,106,78,2023-05-14T21:55:02Z,5310000,False,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,551.0,10.0,8.0,2.0,,,,,,,,,,,,,,
553,PT04M23.00S,2023-05-14T21:55:17.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.046649145860711,56.127450980392155,1610612738,106,78,2023-05-14T21:55:24Z,5320000,False,-31.0,14.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
554,PT04M21.00S,2023-05-14T21:55:19.8Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,106,78,2023-05-14T21:55:24Z,5330000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,553.0,5.0,5.0,0.0,,,,,,,,,,,,,,
555,PT04M15.00S,2023-05-14T21:55:25.9Z,4,REGULAR,3pt,Jump Shot,[],1630178,70.38436268068331,77.94117647058823,1610612755,106,78,2023-05-14T21:57:58Z,5340000,False,140.0,226.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
