actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT07M27.00S,2023-05-02T00:04:21.2Z,2,REGULAR,block,,[],201143,,,1610612755,50,45,2023-05-02T00:04:24Z,1670000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
169,PT07M26.00S,2023-05-02T00:04:22.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,50,45,2023-05-02T00:04:28Z,1680000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,
170,PT07M22.00S,2023-05-02T00:04:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,88.78120893561103,55.88235294117647,1610612738,50,45,2023-05-02T00:04:53Z,1690000,False,29.0,53.0,1,right,MISS J. Tatum 6' running Layup - blocked,"[1628369, 202699]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,Harris,202699.0,,,,,,,,
173,PT07M22.00S,2023-05-02T00:04:29.2Z,2,REGULAR,block,,[],202699,,,1610612738,50,45,2023-05-02T00:04:53Z,1695000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT07M22.00S,2023-05-02T00:04:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,50,45,2023-05-02T00:04:53Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,170.0,,,,,,,,,,,,,
174,PT07M22.00S,2023-05-02T00:04:39.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,50,45,2023-05-02T00:04:54Z,1720000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT07M22.00S,2023-05-02T00:04:39.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,50,45,2023-05-02T00:04:54Z,1730000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT07M22.00S,2023-05-02T00:04:39.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612738,50,45,2023-05-02T00:04:54Z,1740000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT07M22.00S,2023-05-02T00:04:39.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,50,45,2023-05-02T00:04:54Z,1750000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT07M22.00S,2023-05-02T00:04:39.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,50,45,2023-05-02T00:04:54Z,1760000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT07M22.00S,2023-05-02T00:04:39.2Z,2,REGULAR,substitution,in,[],201935,,,1610612738,50,45,2023-05-02T00:04:54Z,1770000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT07M06.00S,2023-05-02T00:05:18.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,91.80354796320631,44.6078431372549,1610612738,52,45,2023-05-02T00:05:22Z,1780000,False,-27.0,25.0,1,right,J. Tatum driving finger roll Layup (16 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.65,Made,16.0,,,,,,,,,,,,,,,,,
181,PT06M39.00S,2023-05-02T00:05:46.2Z,2,REGULAR,2pt,Jump Shot,[],202699,17.427726675427067,18.137254901960784,1610612755,52,45,2023-05-02T00:05:51Z,1790000,False,159.0,111.0,1,left,MISS T. Harris 19' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right,19.43,Missed,,,,,,,,,,,,,,,,,,
182,PT06M38.00S,2023-05-02T00:05:47.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,45,2023-05-02T00:05:55Z,1800000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,,,,,,,181.0,4.0,4.0,0.0,,,,,,,,,,
183,PT06M34.00S,2023-05-02T00:05:54.1Z,2,REGULAR,foul,personal,[],1630178,,,1610612738,52,45,2023-05-02T00:06:39Z,1810000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 203935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202026.0,,,,1.0,0.0,Smart,203935.0
185,PT06M34.00S,2023-05-02T00:06:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,52,45,2023-05-02T00:06:41Z,1830000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT06M34.00S,2023-05-02T00:08:51.8Z,2,REGULAR,substitution,out,[],201143,,,1610612738,52,45,2023-05-02T00:09:23Z,1840000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT06M34.00S,2023-05-02T00:08:51.8Z,2,REGULAR,substitution,out,[],1629001,,,1610612738,52,45,2023-05-02T00:09:23Z,1850000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT06M34.00S,2023-05-02T00:08:51.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,52,45,2023-05-02T00:09:23Z,1860000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT06M34.00S,2023-05-02T00:08:51.8Z,2,REGULAR,substitution,in,[],200782,,,1610612738,52,45,2023-05-02T00:09:23Z,1870000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT06M15.00S,2023-05-02T00:09:59.4Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,52,45,2023-05-02T00:10:03Z,1880000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1630178]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2.0,Maxey,1630178.0,,,,
191,PT06M15.00S,2023-05-02T00:09:59.4Z,2,REGULAR,steal,,[],1630178,,,1610612755,52,45,2023-05-02T00:12:14Z,1890000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
192,PT06M11.00S,2023-05-02T00:10:03.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,9.674770039421814,56.372549019607845,1610612755,52,47,2023-05-02T00:10:10Z,1900000,False,-32.0,38.0,1,left,J. Harden running Layup (18 PTS) (P. Tucker 1 AST),"[201935, 200782]",1610612755.0,PHI,running,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,18.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,
193,PT05M51.00S,2023-05-02T00:10:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.19776609724047,45.34313725490196,1610612738,54,47,2023-05-02T00:10:26Z,1910000,False,-23.0,21.0,1,right,J. Tatum cutting Layup (18 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.12,Made,18.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
196,PT05M26.00S,2023-05-02T00:10:47.7Z,2,REGULAR,3pt,Jump Shot,[],1630178,17.95335085413929,3.6764705882352944,1610612755,54,47,2023-05-02T00:10:52Z,1930000,False,232.0,116.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
197,PT05M24.00S,2023-05-02T00:10:49.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,54,47,2023-05-02T00:10:52Z,1940000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,
198,PT05M17.00S,2023-05-02T00:10:57.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,79.05716162943496,90.68627450980392,1610612738,57,47,2023-05-02T00:11:01Z,1950000,False,203.0,144.0,1,right,J. Tatum 24' 3PT  (21 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.94,Made,21.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
200,PT04M53.00S,2023-05-02T00:11:21.2Z,2,REGULAR,3pt,Jump Shot,[],201935,22.552562417871222,93.38235294117648,1610612755,57,50,2023-05-02T00:11:56Z,1970000,False,-217.0,159.0,1,left,J. Harden 26' 3PT pullup (21 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.92,Made,21.0,,,,,,,,,,,,,,,,,
201,PT04M29.00S,2023-05-02T00:11:47.4Z,2,REGULAR,foul,personal,[],201935,,,1610612738,57,50,2023-05-02T00:12:09Z,1980000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1627763]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2714.0,,,,1.0,0.0,Brogdon,1627763.0
203,PT04M29.00S,2023-05-02T00:12:03.0Z,2,REGULAR,substitution,out,[],1630178,,,1610612738,57,50,2023-05-02T00:12:07Z,2000000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT04M29.00S,2023-05-02T00:12:03.0Z,2,REGULAR,substitution,in,[],1629001,,,1610612738,57,50,2023-05-02T00:12:07Z,2010000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT04M18.00S,2023-05-02T00:12:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.85479632063075,45.588235294117645,1610612738,59,50,2023-05-02T00:12:30Z,2020000,False,-22.0,15.0,1,right,M. Brogdon Layup (14 PTS) (J. Tatum 3 AST),"[1627763, 1628369]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.65,Made,14.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
207,PT03M53.00S,2023-05-02T00:12:51.6Z,2,REGULAR,2pt,Jump Shot,[],201935,22.026938239159,35.78431372549019,1610612755,59,50,2023-05-02T00:13:02Z,2040000,False,71.0,155.0,1,left,MISS J. Harden 17' fadeaway Shot,[201935],1610612755.0,PHI,fadeaway,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,17.02,Missed,,,,,,,,,,,,,,,,,,
208,PT03M51.00S,2023-05-02T00:12:53.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,59,50,2023-05-02T00:13:02Z,2050000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,
209,PT03M49.00S,2023-05-02T00:12:58.2Z,2,REGULAR,foul,personal,[],1629001,,,1610612738,59,50,2023-05-02T00:13:23Z,2060000,False,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1627759]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,1.0,0.0,Brown,1627759.0
211,PT03M39.00S,2023-05-02T00:13:29.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,87.91064388961892,59.33670343137255,1610612738,59,50,2023-05-02T00:13:48Z,2080000,False,47.0,61.0,1,right,MISS M. Brogdon 7' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,,,,,,,,,,,,
212,PT03M38.00S,2023-05-02T00:13:30.2Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612738,59,50,2023-05-02T00:13:48Z,2090000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,,
215,PT03M31.00S,2023-05-02T00:14:16.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,62.02775952693824,39.79779411764706,1610612738,62,50,2023-05-02T00:14:57Z,2120000,False,-51.0,304.0,1,right,J. Tatum 30' 3PT pullup (24 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,30.86,Made,24.0,,,,,,,,,,,,,,,,,
216,PT03M06.00S,2023-05-02T00:14:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629001,17.296320630749015,5.392156862745098,1610612755,62,53,2023-05-02T00:14:46Z,2130000,False,223.0,110.0,1,left,D. Melton 24' 3PT  (14 PTS) (J. Harden 3 AST),"[1629001, 201935]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,24.87,Made,14.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
218,PT02M44.00S,2023-05-02T00:15:05.0Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,62,53,2023-05-02T00:15:10Z,2150000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2004.0,2.0,,,,,,
219,PT02M44.00S,2023-05-02T00:15:12.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,62,53,2023-05-02T00:15:12Z,2160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT02M44.00S,2023-05-02T00:17:50.5Z,2,REGULAR,substitution,out,[],1627763,,,1610612755,62,53,2023-05-02T00:18:41Z,2170000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT02M44.00S,2023-05-02T00:17:50.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612755,62,53,2023-05-02T00:18:41Z,2180000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT02M44.00S,2023-05-02T00:17:50.5Z,2,REGULAR,substitution,out,[],202699,,,1610612755,62,53,2023-05-02T00:18:41Z,2190000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT02M44.00S,2023-05-02T00:17:50.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612755,62,53,2023-05-02T00:18:41Z,2200000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT02M44.00S,2023-05-02T00:17:50.5Z,2,REGULAR,substitution,in,[],201143,,,1610612755,62,53,2023-05-02T00:18:41Z,2210000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT02M44.00S,2023-05-02T00:17:50.5Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,62,53,2023-05-02T00:18:41Z,2220000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT02M27.00S,2023-05-02T00:19:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630194,5.519053876478318,53.67264093137255,1610612755,62,55,2023-05-02T00:19:28Z,2230000,False,-18.0,-1.0,1,left,P. Reed reverse Layup (2 PTS) (J. Harden 4 AST),"[1630194, 201935]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
228,PT02M21.00S,2023-05-02T00:19:14.5Z,2,REGULAR,3pt,Jump Shot,[],201143,66.96780551905388,50.98039215686274,1610612738,62,55,2023-05-02T00:19:30Z,2250000,False,5.0,258.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
229,PT02M20.00S,2023-05-02T00:19:15.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,62,55,2023-05-02T00:19:30Z,2260000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,228.0,1.0,1.0,0.0,,,,,,,,,,
230,PT02M04.00S,2023-05-02T00:19:30.7Z,2,REGULAR,3pt,Jump Shot,[],1629001,21.895532194480946,6.372549019607843,1610612755,62,58,2023-05-02T00:19:35Z,2270000,False,218.0,153.0,1,left,D. Melton 26' 3PT  (17 PTS) (T. Maxey 1 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.66,Made,17.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
232,PT01M42.00S,2023-05-02T00:19:53.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.5473061760841,63.23529411764706,1610612738,62,58,2023-05-02T00:19:59Z,2290000,False,66.0,74.0,1,right,MISS J. Tatum 9' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,9.93,Missed,,,,,,,,,,,,,,,,,,
233,PT01M40.00S,2023-05-02T00:19:55.4Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,62,58,2023-05-02T00:19:59Z,2300000,False,,,0,,P. Reed REBOUND (Off:1 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,232.0,4.0,3.0,1.0,,,,,,,,,,
234,PT01M29.00S,2023-05-02T00:20:04.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,10.068988173455978,39.950980392156865,1610612755,62,60,2023-05-02T00:20:08Z,2310000,False,50.0,42.0,1,left,P. Reed 6' driving bank Hook (4 PTS) (D. Melton 1 AST),"[1630194, 1629001]",1610612755.0,PHI,driving bank,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,4.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
236,PT01M11.00S,2023-05-02T00:20:26.1Z,2,REGULAR,foul,personal,[],1630178,,,1610612738,62,60,2023-05-02T00:20:46Z,2330000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 201143]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2714.0,,,,2.0,0.0,Horford,201143.0
257,PT01M04.00S,2023-05-02T00:20:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.80354796320631,53.431372549019606,1610612738,62,60,2023-05-02T00:33:08Z,2352500,False,17.0,25.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
258,PT01M04.00S,2023-05-02T00:20:42.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,62,60,2023-05-02T00:33:08Z,2358750,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,257.0,,,,,,,,,,,,,
240,PT00M57.60S,2023-05-02T00:21:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,9.592641261498029,43.5546875,1610612755,62,60,2023-05-02T00:33:18Z,2370000,False,32.0,38.0,1,left,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
241,PT00M54.90S,2023-05-02T00:21:09.2Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,62,60,2023-05-02T00:21:09Z,2380000,False,,,0,,P. Reed REBOUND (Off:2 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,240.0,5.0,3.0,2.0,,,,,,,,,,
242,PT00M40.60S,2023-05-02T00:21:24.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201935,8.886333771353483,14.215686274509803,1610612755,62,60,2023-05-02T00:33:18Z,2390000,False,179.0,31.0,1,left,MISS J. Harden 18' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right,18.16,Missed,,,,,,,,,,,,,,,,,,
243,PT00M39.30S,2023-05-02T00:21:25.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,62,60,2023-05-02T00:21:30Z,2400000,False,,,0,,P. Tucker REBOUND (Off:2 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right,,,,,,,242.0,2.0,0.0,2.0,,,,,,,,,,
244,PT00M37.20S,2023-05-02T00:21:27.3Z,2,REGULAR,turnover,bad pass,[],200782,,,1610612755,62,60,2023-05-02T00:21:32Z,2410000,False,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 1628369]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,
245,PT00M37.20S,2023-05-02T00:21:27.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,62,60,2023-05-02T00:21:29Z,2420000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
246,PT00M30.80S,2023-05-02T00:21:36.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612738,62,60,2023-05-02T00:21:48Z,2430000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Brown 2 FT),"[1630194, 1627759]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,202026.0,,,,2.0,0.0,Brown,1627759.0
248,PT00M30.80S,2023-05-02T00:22:03.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,63,60,2023-05-02T00:22:04Z,2450000,False,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
250,PT00M30.80S,2023-05-02T00:22:09.8Z,2,REGULAR,substitution,out,[],200782,,,1610612738,63,60,2023-05-02T00:22:17Z,2460000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT00M30.80S,2023-05-02T00:22:09.8Z,2,REGULAR,substitution,in,[],202699,,,1610612738,63,60,2023-05-02T00:22:17Z,2470000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT00M30.80S,2023-05-02T00:22:32.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,64,60,2023-05-02T00:22:32Z,2480000,False,,,0,,J. Brown Free Throw 2 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
253,PT00M10.50S,2023-05-02T00:22:57.1Z,2,REGULAR,3pt,Jump Shot,[],202699,22.026938239159,93.87254901960785,1610612755,64,63,2023-05-02T00:23:02Z,2490000,False,-219.0,155.0,1,left,T. Harris 26' 3PT  (11 PTS) (D. Melton 2 AST),"[202699, 1629001]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.84,Made,11.0,D. Melton,1629001.0,2.0,,,,,,,,,,,,,,
255,PT00M00.20S,2023-05-02T00:23:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.01511169513797,44.11764705882353,1610612738,66,63,2023-05-02T00:23:19Z,2510000,False,-29.0,32.0,1,right,J. Tatum driving Layup (26 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.35,Made,26.0,,,,,,,,,,,,,,,,,
256,PT00M00.00S,2023-05-02T00:23:24.9Z,2,REGULAR,period,end,[],0,,,1610612755,66,63,2023-05-02T00:23:24Z,2520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT12M00.00S,2023-05-02T00:39:14.6Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612755,66,63,2023-05-02T00:39:46Z,2530000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
