actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
515,PT01M47.00S,2023-05-02T01:36:46.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,8.541392904073588,51.248468137254896,1610612738,111,107,2023-05-02T01:36:53Z,5010000,False,-6.0,28.0,1,left,MISS J. Tatum cutting Layup,[1628369],1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
516,PT01M46.00S,2023-05-02T01:36:47.1Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,111,107,2023-05-02T01:36:53Z,5020000,False,,,0,,P. Reed REBOUND (Off:4 Def:9),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,515.0,13.0,9.0,4.0,,,,,,,,,,
520,PT01M38.00S,2023-05-02T01:37:32.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.38042049934296,52.450980392156865,1610612755,111,109,2023-05-02T01:40:03Z,5025000,False,12.0,10.0,1,right,T. Maxey driving Layup (23 PTS) (J. Harden 6 AST),"[1630178, 201935]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.57,Made,23.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
517,PT01M38.00S,2023-05-02T01:38:18.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203935,,,1610612755,111,109,2023-05-02T01:40:08Z,5030000,False,,,0,,M. Smart shooting personal FOUL (2 PF) (Maxey 1 FT),"[203935, 1630178]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2714.0,,,,2.0,0.0,Maxey,1630178.0
522,PT01M38.00S,2023-05-02T01:39:58.4Z,4,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,111,110,2023-05-02T01:41:06Z,5060000,False,,,0,,T. Maxey Free Throw 1 of 1 (24 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
523,PT01M25.00S,2023-05-02T01:40:13.1Z,4,REGULAR,3pt,Jump Shot,[],201143,10.068988173455978,97.54901960784314,1610612738,111,110,2023-05-02T01:40:21Z,5070000,False,-238.0,42.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,24.14,Missed,,,,,,,,,,,,,,,,,,
524,PT01M24.00S,2023-05-02T01:40:14.1Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,111,110,2023-05-02T01:40:21Z,5080000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,,,,523.0,6.0,5.0,1.0,,,,,,,,,,
525,PT01M19.00S,2023-05-02T01:40:18.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,30.436925098554536,20.588235294117645,1610612738,111,110,2023-05-02T01:40:24Z,5090000,False,147.0,234.0,1,left,MISS M. Brogdon 27' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,27.61,Missed,,,,,,,,,,,,,,,,,,
526,PT01M18.00S,2023-05-02T01:40:19.1Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,111,110,2023-05-02T01:40:24Z,5100000,False,,,0,,A. Horford REBOUND (Off:3 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,525.0,6.0,3.0,3.0,,,,,,,,,,
527,PT01M14.00S,2023-05-02T01:40:25.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,6.701708278580814,46.4077818627451,1610612738,113,110,2023-05-02T01:41:37Z,5110000,False,18.0,10.0,1,left,A. Horford Layup (11 PTS) (M. Smart 7 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.08,Made,11.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,
528,PT01M14.00S,2023-05-02T01:40:31.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,113,110,2023-05-02T01:40:31Z,5120000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT00M57.10S,2023-05-02T01:42:26.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612755,113,110,2023-05-02T01:42:40Z,5130000,False,,,0,,M. Smart shooting personal FOUL (3 PF) (Reed 2 FT),"[203935, 1630194]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202026.0,,,,3.0,0.0,Reed,1630194.0
532,PT00M57.10S,2023-05-02T01:42:58.5Z,4,REGULAR,freethrow,1 of 2,[],1630194,,,1610612755,113,111,2023-05-02T01:42:58Z,5150000,False,,,0,,P. Reed Free Throw 1 of 2 (7 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
533,PT00M57.10S,2023-05-02T01:43:14.6Z,4,REGULAR,freethrow,2 of 2,[],1630194,,,1610612755,113,112,2023-05-02T01:43:14Z,5160000,False,,,0,,P. Reed Free Throw 2 of 2 (8 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
534,PT00M32.70S,2023-05-02T01:43:50.2Z,4,REGULAR,turnover,bad pass,[],1627763,,,1610612738,113,112,2023-05-02T01:44:50Z,5170000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1630178]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Maxey,1630178.0,,,,
535,PT00M32.70S,2023-05-02T01:43:50.2Z,4,REGULAR,steal,,[],1630178,,,1610612755,113,112,2023-05-02T01:43:53Z,5180000,False,,,0,,T. Maxey STEAL (4 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
536,PT00M28.90S,2023-05-02T01:43:54.2Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,92.32917214191852,50.245098039215684,1610612755,113,114,2023-05-02T02:20:08Z,5190000,False,1.0,20.0,1,right,T. Maxey running DUNK (26 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.96,Made,26.0,,,,,,,,,,,,,,,,,
537,PT00M28.90S,2023-05-02T01:44:02.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,113,114,2023-05-02T01:44:02Z,5200000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M28.90S,2023-05-02T01:44:51.6Z,4,REGULAR,substitution,out,[],1630178,,,1610612738,113,114,2023-05-02T01:45:25Z,5210000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT00M28.90S,2023-05-02T01:44:51.6Z,4,REGULAR,substitution,in,[],1629001,,,1610612738,113,114,2023-05-02T01:45:25Z,5220000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT00M26.10S,2023-05-02T01:45:40.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612738,113,114,2023-05-02T01:45:57Z,5230000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Tatum 2 FT),"[202699, 1628369]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,1.0,0.0,Tatum,1628369.0
542,PT00M26.10S,2023-05-02T01:46:04.0Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,114,114,2023-05-02T01:46:04Z,5250000,False,,,0,,J. Tatum Free Throw 1 of 2 (38 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,38.0,,,,,,,,,,,,,,,,,
543,PT00M26.10S,2023-05-02T01:46:07.8Z,4,REGULAR,substitution,out,[],1630194,,,1610612738,114,114,2023-05-02T01:46:16Z,5260000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT00M26.10S,2023-05-02T01:46:07.8Z,4,REGULAR,substitution,out,[],1629001,,,1610612738,114,114,2023-05-02T01:46:16Z,5270000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT00M26.10S,2023-05-02T01:46:07.8Z,4,REGULAR,substitution,in,[],1630178,,,1610612738,114,114,2023-05-02T01:46:16Z,5280000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT00M26.10S,2023-05-02T01:46:07.8Z,4,REGULAR,substitution,in,[],1627777,,,1610612738,114,114,2023-05-02T01:46:16Z,5290000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M26.10S,2023-05-02T01:46:31.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,115,114,2023-05-02T01:46:31Z,5300000,False,,,0,,J. Tatum Free Throw 2 of 2 (39 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,39.0,,,,,,,,,,,,,,,,,
548,PT00M08.40S,2023-05-02T01:46:52.6Z,4,REGULAR,3pt,Jump Shot,[],201935,67.09921156373193,51.470588235294116,1610612755,115,117,2023-05-02T01:47:17Z,5310000,False,7.0,257.0,1,right,J. Harden 25' 3PT pullup (45 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.69,Made,45.0,,,,,,,,,,,,,,,,,
549,PT00M08.40S,2023-05-02T01:46:59.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,115,117,2023-05-02T01:46:58Z,5320000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT00M08.40S,2023-05-02T01:47:48.2Z,4,REGULAR,substitution,out,[],1630178,,,1610612738,115,117,2023-05-02T01:48:12Z,5330000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT00M08.40S,2023-05-02T01:47:48.2Z,4,REGULAR,substitution,out,[],1627777,,,1610612738,115,117,2023-05-02T01:48:12Z,5340000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT00M08.40S,2023-05-02T01:47:48.2Z,4,REGULAR,substitution,in,[],1629001,,,1610612738,115,117,2023-05-02T01:48:12Z,5350000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT00M08.40S,2023-05-02T01:47:48.2Z,4,REGULAR,substitution,in,[],1630194,,,1610612738,115,117,2023-05-02T01:48:12Z,5360000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT00M05.60S,2023-05-02T01:48:36.7Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,115,117,2023-05-02T01:49:11Z,5370000,False,,,0,,M. Smart bad pass TURNOVER (6 TO),"[203935, 1630194]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,6.0,Reed,1630194.0,,,,
557,PT00M05.60S,2023-05-02T01:48:36.7Z,4,REGULAR,steal,,[],1630194,,,1610612755,115,117,2023-05-02T01:49:06Z,5375000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
555,PT00M04.60S,2023-05-02T01:48:43.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612755,115,117,2023-05-02T01:49:05Z,5380000,False,,,0,,J. Tatum personal FOUL (2 PF) (Reed 2 FT),"[1628369, 1630194]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,2.0,0.0,Reed,1630194.0
558,PT00M04.60S,2023-05-02T01:49:11.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630194,,,1610612755,115,118,2023-05-02T01:49:11Z,5400000,False,,,0,,P. Reed Free Throw 1 of 2 (9 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
559,PT00M04.60S,2023-05-02T01:49:33.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630194,,,1610612755,115,119,2023-05-02T01:49:33Z,5410000,False,,,0,,P. Reed Free Throw 2 of 2 (10 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
560,PT00M00.70S,2023-05-02T01:49:40.4Z,4,REGULAR,3pt,Jump Shot,[],203935,29.517082785808146,16.42156862745098,1610612738,115,119,2023-05-02T01:50:48Z,5420000,False,168.0,225.0,1,left,MISS M. Smart 28' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,28.07,Missed,,,,,,,,,,,,,,,,,,
561,PT00M00.70S,2023-05-02T01:49:40.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,115,119,2023-05-02T01:49:47Z,5430000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,560.0,,,,,,,,,,,,,
562,PT00M00.00S,2023-05-02T01:49:44.5Z,4,REGULAR,period,end,[],0,,,1610612738,115,119,2023-05-02T01:49:44Z,5440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT00M00.00S,2023-05-02T01:50:15.1Z,4,REGULAR,game,end,[],0,,,0,115,119,2023-05-02T01:50:15Z,5450000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
