actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
614,PT01M56.00S,2023-05-22T02:45:19.9Z,4,REGULAR,rebound,offensive,[],1631107,,,1610612748,123,94,2023-05-22T02:45:19Z,5880000,False,,,0,,N. Jovic REBOUND (Off:1 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,613.0,2.0,1.0,1.0,,,,,,,,,,,,,,
615,PT01M56.00S,2023-05-22T02:45:19.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631107,5.590000152587891,50.0,1610612748,125,94,2023-05-22T02:45:19Z,5890000,False,0.0,0.0,1,left,N. Jovic tip Layup (2 PTS),[1631107],1610612748.0,MIA,tip,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
616,PT01M51.00S,2023-05-22T02:45:28.5Z,4,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,125,94,2023-05-22T02:45:34Z,5900000,False,,,0,,P. Pritchard bad pass out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,bad pass,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,202041.0,,,,
617,PT01M38.00S,2023-05-22T02:45:47.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630209,16.63929040735874,50.98039215686274,1610612748,125,94,2023-05-22T02:45:53Z,5910000,False,-5.0,104.0,1,left,MISS O. Yurtseven 10' turnaround Hook,[1630209],1610612748.0,MIA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),8-16 Center,10.4,Missed,,,,,,,,,,,,,,,,,,
618,PT01M35.00S,2023-05-22T02:45:50.7Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,125,94,2023-05-22T02:45:53Z,5920000,False,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,617.0,3.0,2.0,1.0,,,,,,,,,,,,,,
619,PT01M31.00S,2023-05-22T02:45:55.4Z,4,REGULAR,3pt,Jump Shot,[],203488,94.95729303547962,97.54901960784314,1610612738,125,94,2023-05-22T02:46:03Z,5930000,False,238.0,-5.0,1,right,MISS M. Muscala 3PT,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
620,PT01M28.00S,2023-05-22T02:45:58.1Z,4,REGULAR,rebound,offensive,[],1630573,,,1610612738,125,94,2023-05-22T02:45:58Z,5940000,False,,,0,,S. Hauser REBOUND (Off:2 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,,,619.0,6.0,4.0,2.0,,,,,,,,,,,,,,
621,PT01M27.00S,2023-05-22T02:45:59.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,73.27529566360053,16.176470588235293,1610612738,125,94,2023-05-22T02:46:06Z,5950000,False,-169.0,199.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
622,PT01M27.00S,2023-05-22T02:45:59.9Z,4,REGULAR,rebound,offensive,[],203488,,,1610612738,125,94,2023-05-22T02:46:06Z,5960000,False,,,0,,M. Muscala REBOUND (Off:2 Def:0),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,621.0,2.0,0.0,2.0,,,,,,,,,,,,,,
623,PT01M25.00S,2023-05-22T02:46:14.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,125,94,2023-05-22T02:53:51Z,5970000,False,,,0,,K. Lowry personal FOUL (5 PF) (Muscala 2 FT),"[200768, 203488]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1146.0,5.0,0.0,Muscala,203488.0
625,PT01M25.00S,2023-05-22T02:46:26.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203488,,,1610612738,125,95,2023-05-22T02:46:26Z,5990000,False,,,0,,M. Muscala Free Throw 1 of 2 (3 PTS),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
626,PT01M25.00S,2023-05-22T02:46:26.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203488,,,1610612738,125,95,2023-05-22T02:46:44Z,6000000,False,,,0,,MISS M. Muscala Free Throw 2 of 2,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
627,PT01M22.00S,2023-05-22T02:46:29.2Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,125,95,2023-05-22T02:46:44Z,6010000,False,,,0,,N. Jovic REBOUND (Off:1 Def:2),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,626.0,3.0,2.0,1.0,,,,,,,,,,,,,,
628,PT01M20.00S,2023-05-22T02:46:44.7Z,4,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,125,95,2023-05-22T02:46:52Z,6020000,False,,,0,,D. Robinson lost ball out-of-bounds TURNOVER (1 TO),[1629130],1610612748.0,MIA,lost ball,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,,1146.0,,,,
629,PT01M14.00S,2023-05-22T02:46:58.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630209,,,1610612738,125,95,2023-05-22T02:47:10Z,6030000,False,,,0,,O. Yurtseven personal FOUL (2 PF) (Kornet 2 FT),"[1630209, 1628436]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Kornet,1628436.0
631,PT01M14.00S,2023-05-22T02:47:19.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628436,,,1610612738,125,96,2023-05-22T02:47:19Z,6050000,False,,,0,,L. Kornet Free Throw 1 of 2 (8 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
632,PT01M14.00S,2023-05-22T02:47:32.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628436,,,1610612738,125,97,2023-05-22T02:47:32Z,6060000,False,,,0,,L. Kornet Free Throw 2 of 2 (9 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
633,PT00M54.40S,2023-05-22T02:47:57.1Z,4,REGULAR,3pt,Jump Shot,[],200768,11.251642575558476,96.32352941176471,1610612748,128,97,2023-05-22T02:48:01Z,6070000,False,-232.0,53.0,1,left,K. Lowry 3PT  (7 PTS) (H. Highsmith 1 AST),"[200768, 1629312]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,23.77,Made,,,,,7.0,H. Highsmith,1629312.0,1.0,,,,,,,,,,
635,PT00M37.20S,2023-05-22T02:48:17.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,66.3107752956636,15.441176470588236,1610612738,128,100,2023-05-22T02:48:21Z,6090000,False,-173.0,264.0,1,right,P. Pritchard 31' 3PT  (12 PTS) (G. Williams 2 AST),"[1630202, 1629684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,31.57,Made,,,,,12.0,G. Williams,1629684.0,2.0,,,,,,,,,,
637,PT00M13.10S,2023-05-22T02:48:49.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,128,100,2023-05-22T02:48:57Z,6110000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1146.0,,,,
638,PT00M07.50S,2023-05-22T02:49:03.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628436,93.24901445466492,47.794117647058826,1610612738,128,102,2023-05-22T02:49:09Z,6120000,False,-11.0,11.0,1,right,L. Kornet cutting DUNK (11 PTS) (P. Pritchard 5 AST),"[1628436, 1630202]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,11.0,P. Pritchard,1630202.0,5.0,,,,,,,,,,
640,PT00M00.00S,2023-05-22T02:49:15.6Z,4,REGULAR,period,end,[],0,,,1610612748,128,102,2023-05-22T02:49:15Z,6140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M00.00S,2023-05-22T02:49:20.0Z,4,REGULAR,game,end,[],0,,,0,128,102,2023-05-22T02:49:20Z,6150000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
