actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
428,PT06M10.00S,2022-10-08T01:03:19.0Z,3,REGULAR,substitution,in,[],1628382,,,1610612766,73,73,2022-10-08T01:03:54Z,4260000,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M10.00S,2022-10-08T01:03:32.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203486,,,1610612766,74,73,2022-10-08T01:03:32Z,4270000,,,0,,M. Plumlee Free Throw 1 of 1 (9 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
430,PT05M53.00S,2022-10-08T01:03:52.6Z,3,REGULAR,3pt,Jump Shot,[],1630202,67.85479632063075,65.68627450980392,1610612738,74,73,2022-10-08T01:03:56Z,4280000,78.0,250.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
431,PT05M51.00S,2022-10-08T01:03:54.5Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,74,73,2022-10-08T01:03:54Z,4290000,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,430.0,3.0,2.0,1.0,,,,,,,,,,,,,,
432,PT05M44.00S,2022-10-08T01:04:01.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,10.167542706964511,61.51960784313725,1610612766,76,73,2022-10-08T01:04:13Z,4300000,-58.0,43.0,1,left,L. Ball 7' driving Layup (22 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.19,Made,,,,,22.0,,,,,,,,,,,,,
433,PT05M44.00S,2022-10-08T01:04:05.8Z,3,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612766,76,73,2022-10-08T01:04:17Z,4310000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Ball 1 FT),"[1630202, 1630163]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2534.0,1.0,0.0,Ball,1630163.0,,,,,
435,PT05M44.00S,2022-10-08T01:04:32.2Z,3,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,77,73,2022-10-08T01:04:32Z,4330000,,,0,,L. Ball Free Throw 1 of 1 (23 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
436,PT05M33.00S,2022-10-08T01:04:47.2Z,3,REGULAR,3pt,Jump Shot,[],1630573,84.1491458607096,98.03921568627452,1610612738,77,76,2022-10-08T01:04:51Z,4340000,240.0,96.0,1,right,S. Hauser 25' 3PT  (9 PTS) (P. Pritchard 2 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,,9.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,
438,PT05M21.00S,2022-10-08T01:04:59.2Z,3,REGULAR,3pt,Jump Shot,[],1626162,27.90735873850197,79.41176470588235,1610612766,77,76,2022-10-08T01:05:06Z,4360000,-147.0,210.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
439,PT05M18.00S,2022-10-08T01:05:02.6Z,3,REGULAR,rebound,defensive,[],201933,,,1610612738,77,76,2022-10-08T01:05:02Z,4370000,,,0,,B. Griffin REBOUND (Off:1 Def:8),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,,,438.0,9.0,8.0,1.0,,,,,,,,,,,,,,
440,PT05M17.00S,2022-10-08T01:05:06.3Z,3,REGULAR,foul,personal,[],1630163,,,1610612738,77,76,2022-10-08T01:05:24Z,4380000,,,0,,L. Ball personal FOUL (4 PF),"[1630163, 201933]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628485.0,4.0,0.0,Griffin,201933.0,,,,,
442,PT05M17.00S,2022-10-08T01:05:17.2Z,3,REGULAR,substitution,out,[],203486,,,1610612738,77,76,2022-10-08T01:05:28Z,4400000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M17.00S,2022-10-08T01:05:17.2Z,3,REGULAR,substitution,in,[],1631109,,,1610612738,77,76,2022-10-08T01:05:28Z,4410000,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M58.00S,2022-10-08T01:05:50.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,87.0400788436268,50.245098039215684,1610612738,77,78,2022-10-08T01:05:59Z,4420000,1.0,69.0,1,right,G. Williams 6' Jump Shot (9 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.93,Made,,,,,9.0,,,,,,,,,,,,,
445,PT04M38.00S,2022-10-08T01:06:11.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,7.539421813403408,50.73529411764706,1610612766,77,78,2022-10-08T01:06:34Z,4430000,-4.0,18.0,1,left,MISS J. Bouknight Layup,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
446,PT04M34.00S,2022-10-08T01:06:21.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,77,78,2022-10-08T01:06:21Z,4440000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,445.0,,,,,,,,,,,,,,,,,
447,PT04M34.00S,2022-10-08T01:06:22.1Z,3,REGULAR,foul,personal,[],1630547,,,1610612738,77,78,2022-10-08T01:06:26Z,4450000,,,0,,J. Bouknight loose ball personal FOUL (2 PF),"[1630547, 201933]",1610612766.0,CHA,loose ball,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,2.0,0.0,Griffin,201933.0,,,,,
449,PT04M34.00S,2022-10-08T01:06:27.8Z,3,REGULAR,substitution,out,[],201933,,,1610612738,77,78,2022-10-08T01:06:39Z,4470000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M34.00S,2022-10-08T01:06:27.8Z,3,REGULAR,substitution,in,[],203943,,,1610612738,77,78,2022-10-08T01:06:39Z,4480000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M30.00S,2022-10-08T01:06:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,70.48291721419186,25.490196078431367,1610612738,77,78,2022-10-08T01:12:09Z,4490000,-123.0,225.0,1,right,MISS S. Hauser 25' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
452,PT04M27.00S,2022-10-08T01:06:50.6Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,77,78,2022-10-08T01:06:50Z,4500000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,451.0,4.0,3.0,1.0,,,,,,,,,,,,,,
453,PT04M14.00S,2022-10-08T01:07:03.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.933639947437584,47.30392156862745,1610612766,77,78,2022-10-08T01:07:07Z,4510000,13.0,22.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
454,PT04M12.00S,2022-10-08T01:07:06.4Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,77,78,2022-10-08T01:07:06Z,4520000,,,0,,S. Hauser REBOUND (Off:1 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,453.0,4.0,3.0,1.0,,,,,,,,,,,,,,
455,PT04M07.00S,2022-10-08T01:07:11.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628382,93.74178712220763,50.0,1610612738,77,78,2022-10-08T01:13:10Z,4530000,0.0,6.0,1,right,MISS J. Jackson running Layup,[1628382],1610612738.0,BOS,running,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
456,PT04M05.00S,2022-10-08T01:07:13.4Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,77,78,2022-10-08T01:13:10Z,4540000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,455.0,5.0,4.0,1.0,,,,,,,,,,,,,,
457,PT03M49.00S,2022-10-08T01:07:29.7Z,3,REGULAR,foul,offensive,[],1630163,,,1610612766,77,78,2022-10-08T01:07:36Z,4550000,,,0,,L. Ball offensive FOUL (5 PF),"[1630163, 203943]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628485.0,5.0,0.0,Vonleh,203943.0,,,,,
459,PT03M49.00S,2022-10-08T01:07:29.7Z,3,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,77,78,2022-10-08T01:07:29Z,4570000,,,0,,L. Ball offensive foul TURNOVER (4 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628485.0,,,,,4.0,,,,
460,PT03M49.00S,2022-10-08T01:07:35.4Z,3,REGULAR,substitution,out,[],1626162,,,1610612738,77,78,2022-10-08T01:07:48Z,4580000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M49.00S,2022-10-08T01:07:35.4Z,3,REGULAR,substitution,in,[],1629667,,,1610612738,77,78,2022-10-08T01:07:48Z,4590000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M37.00S,2022-10-08T01:08:05.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203943,93.08475689881735,47.549019607843135,1610612738,77,78,2022-10-08T01:08:09Z,4600000,-12.0,13.0,1,right,MISS N. Vonleh driving Layup,[203943],1610612738.0,BOS,driving,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
463,PT03M34.00S,2022-10-08T01:08:08.4Z,3,REGULAR,rebound,offensive,[],203943,,,1610612738,77,78,2022-10-08T01:08:08Z,4610000,,,0,,N. Vonleh REBOUND (Off:2 Def:4),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,462.0,6.0,4.0,2.0,,,,,,,,,,,,,,
464,PT03M34.00S,2022-10-08T01:08:08.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203943,94.40999984741211,50.0,1610612738,77,80,2022-10-08T01:08:08Z,4620000,0.0,0.0,1,right,N. Vonleh tip Layup (8 PTS),[203943],1610612738.0,BOS,tip,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,8.0,,,,,,,,,,,,,
465,PT03M24.00S,2022-10-08T01:08:18.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,6.356767411300922,40.68627450980392,1610612766,77,80,2022-10-08T01:08:23Z,4630000,47.0,7.0,1,left,MISS J. Bouknight driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
466,PT03M22.00S,2022-10-08T01:08:20.0Z,3,REGULAR,rebound,offensive,[],1631109,,,1610612766,77,80,2022-10-08T01:08:20Z,4640000,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,465.0,1.0,0.0,1.0,,,,,,,,,,,,,,
467,PT03M20.00S,2022-10-08T01:08:21.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629667,22.78252299605782,91.91176470588235,1610612766,80,80,2022-10-08T01:08:25Z,4650000,-210.0,162.0,1,left,J. McDaniels 26' 3PT  (5 PTS) (M. Williams 1 AST),"[1629667, 1631109]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.47,Made,,,,,5.0,M. Williams,1631109.0,1.0,,,,,,,,,,
469,PT02M58.00S,2022-10-08T01:08:41.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628382,89.6681997371879,50.98039215686275,1610612738,80,80,2022-10-08T01:08:45Z,4670000,5.0,45.0,1,right,MISS J. Jackson floating Shot,[1628382],1610612738.0,BOS,floating,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,,,,,,
470,PT02M56.00S,2022-10-08T01:08:43.6Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,80,80,2022-10-08T01:08:43Z,4680000,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,469.0,2.0,1.0,1.0,,,,,,,,,,,,,,
471,PT02M45.00S,2022-10-08T01:08:54.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612766,80,80,2022-10-08T01:11:49Z,4690000,,,0,,G. Williams shooting personal FOUL (4 PF) (Williams 2 FT),"[1629684, 1631109]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,4.0,0.0,Williams,1631109.0,,,,,
473,PT02M45.00S,2022-10-08T01:09:10.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,80,80,2022-10-08T01:09:10Z,4710000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,80,80,2022-10-08T01:11:46Z,4720000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,80,80,2022-10-08T01:11:46Z,4730000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,out,[],1629684,,,1610612766,80,80,2022-10-08T01:11:46Z,4740000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,out,[],1630573,,,1610612766,80,80,2022-10-08T01:11:46Z,4750000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,in,[],1630550,,,1610612766,80,80,2022-10-08T01:11:46Z,4760000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,in,[],1626179,,,1610612766,80,80,2022-10-08T01:11:46Z,4770000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,in,[],1627774,,,1610612766,80,80,2022-10-08T01:11:46Z,4780000,,,0,,SUB in: J. Layman,[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M45.00S,2022-10-08T01:10:54.6Z,3,REGULAR,substitution,in,[],1630271,,,1610612766,80,80,2022-10-08T01:11:46Z,4790000,,,0,,SUB in: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M45.00S,2022-10-08T01:12:07.6Z,3,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,80,80,2022-10-08T01:12:07Z,4800000,,,0,,MISS M. Williams Free Throw 1 of 2,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT02M45.00S,2022-10-08T01:12:07.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,80,80,2022-10-08T01:12:07Z,4810000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,
484,PT02M45.00S,2022-10-08T01:12:23.6Z,3,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,81,80,2022-10-08T01:12:23Z,4820000,,,0,,M. Williams Free Throw 2 of 2 (1 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
485,PT02M45.00S,2022-10-08T01:12:41.0Z,3,REGULAR,3pt,Jump Shot,[],1628382,67.7233902759527,64.70588235294117,1610612738,81,83,2022-10-08T01:12:47Z,4830000,74.0,251.0,1,right,J. Jackson 26' 3PT  (5 PTS) (B. Thomas 1 AST),"[1628382, 1630271]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Center,26.14,Made,,,,,5.0,B. Thomas,1630271.0,1.0,,,,,,,,,,
487,PT02M27.00S,2022-10-08T01:12:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,18.577529566360056,51.96078431372549,1610612766,83,83,2022-10-08T01:22:24Z,4850000,-10.0,122.0,1,left,T. Rozier 12' fadeaway Jump Shot (12 PTS),[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,12.25,Made,,,,,12.0,,,,,,,,,,,,,
489,PT02M14.00S,2022-10-08T01:13:10.0Z,3,REGULAR,3pt,Jump Shot,[],1628382,69.1688567674113,33.57843137254902,1610612738,83,86,2022-10-08T01:13:13Z,4870000,-82.0,237.0,1,right,J. Jackson 25' 3PT  (8 PTS) (P. Pritchard 3 AST),"[1628382, 1630202]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,25.11,Made,,,,,8.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,
491,PT01M52.00S,2022-10-08T01:13:29.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,9.510512483574246,50.245098039215684,1610612766,83,86,2022-10-08T01:22:33Z,4890000,-1.0,37.0,1,left,MISS T. Rozier Jump Shot,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
548,PT01M52.00S,2022-10-08T01:13:29.2Z,3,REGULAR,rebound,offensive,[],1629667,,,1610612766,83,86,2022-10-08T01:24:54Z,4900000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,491.0,2.0,1.0,1.0,,,,,,,,,,,,,,
493,PT01M48.00S,2022-10-08T01:13:33.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629667,5.590000152587891,50.0,1610612766,83,86,2022-10-08T01:27:43Z,4910000,0.0,0.0,1,left,MISS J. McDaniels putback DUNK,[1629667],1610612766.0,CHA,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
494,PT01M48.00S,2022-10-08T01:13:33.6Z,3,REGULAR,rebound,defensive,[],1627774,,,1610612738,83,86,2022-10-08T01:27:43Z,4920000,,,0,,J. Layman REBOUND (Off:0 Def:1),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Restricted Area,0-8 Center,,,493.0,1.0,1.0,0.0,,,,,,,,,,,,,,
495,PT01M44.00S,2022-10-08T01:13:37.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628382,73.63666228646518,17.15686274509804,1610612738,83,89,2022-10-08T01:26:54Z,4930000,-164.0,195.0,1,right,J. Jackson 25' 3PT running (11 PTS) (P. Pritchard 4 AST),"[1628382, 1630202]",1610612738.0,BOS,running,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,25.52,Made,,,,,11.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,
497,PT01M33.00S,2022-10-08T01:13:50.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612766,83,89,2022-10-08T01:14:26Z,4950000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Bouknight 2 FT),"[1630202, 1630547]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628485.0,2.0,0.0,Bouknight,1630547.0,,,,,
499,PT01M33.00S,2022-10-08T01:14:19.3Z,3,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,83,89,2022-10-08T01:14:19Z,4970000,,,0,,MISS J. Bouknight Free Throw 1 of 2,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT01M33.00S,2022-10-08T01:14:19.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,83,89,2022-10-08T01:14:19Z,4980000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,
501,PT01M33.00S,2022-10-08T01:14:27.5Z,3,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,84,89,2022-10-08T01:14:27Z,4990000,,,0,,J. Bouknight Free Throw 2 of 2 (1 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
502,PT01M21.00S,2022-10-08T01:14:45.4Z,3,REGULAR,3pt,Jump Shot,[],1627774,89.14257555847568,96.32352941176471,1610612738,84,89,2022-10-08T01:14:49Z,5000000,232.0,50.0,1,right,MISS J. Layman 3PT,[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Right Corner 3,24+ Right,23.69,Missed,,,,,,,,,,,,,,,,,,
503,PT01M19.00S,2022-10-08T01:14:47.3Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,84,89,2022-10-08T01:14:47Z,5010000,,,0,,J. Bouknight REBOUND (Off:0 Def:4),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Right Corner 3,24+ Right,,,502.0,4.0,4.0,0.0,,,,,,,,,,,,,,
504,PT01M15.00S,2022-10-08T01:14:51.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629667,7.539421813403408,44.85294117647059,1610612766,84,89,2022-10-08T01:29:29Z,5020000,26.0,18.0,1,left,MISS J. McDaniels running alley-oop DUNK,[1629667],1610612766.0,CHA,running alley-oop,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
505,PT01M13.00S,2022-10-08T01:14:53.1Z,3,REGULAR,rebound,defensive,[],1627774,,,1610612738,84,89,2022-10-08T01:29:29Z,5030000,,,0,,J. Layman REBOUND (Off:0 Def:2),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Restricted Area,0-8 Center,,,504.0,2.0,2.0,0.0,,,,,,,,,,,,,,
506,PT01M07.00S,2022-10-08T01:14:59.4Z,3,REGULAR,3pt,Jump Shot,[],1630271,73.63666228646518,17.64705882352942,1610612738,84,89,2022-10-08T01:15:03Z,5040000,-162.0,195.0,1,right,MISS B. Thomas 25' 3PT,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
507,PT01M05.00S,2022-10-08T01:15:01.4Z,3,REGULAR,rebound,offensive,[],1627774,,,1610612738,84,89,2022-10-08T01:15:01Z,5050000,,,0,,J. Layman REBOUND (Off:1 Def:2),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Above the Break 3,24+ Left Center,,,506.0,3.0,2.0,1.0,,,,,,,,,,,,,,
508,PT01M01.00S,2022-10-08T01:15:05.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,92.55913272010513,49.50980392156863,1610612738,84,91,2022-10-08T01:30:52Z,5060000,-2.0,17.0,1,right,P. Pritchard driving Layup (7 PTS) (J. Layman 2 AST),"[1630202, 1627774]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,7.0,J. Layman,1627774.0,2.0,,,,,,,,,,
510,PT00M43.00S,2022-10-08T01:15:20.5Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,84,91,2022-10-08T01:15:24Z,5080000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1628382]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Jackson,1628382.0,,
511,PT00M43.00S,2022-10-08T01:15:20.5Z,3,REGULAR,steal,,[],1628382,,,1610612738,84,91,2022-10-08T01:15:22Z,5090000,,,0,,J. Jackson STEAL (1 STL),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
