actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
165,PT12M00.00S,2022-10-08T00:06:50.7Z,2,REGULAR,period,start,[],0,,,1610612738,35,22,2022-10-08T00:06:50Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2022-10-08T00:07:03.9Z,2,REGULAR,2pt,Jump Shot,[],201933,14.109724047306173,27.941176470588232,1610612738,35,22,2022-10-08T00:07:08Z,1660000,110.0,80.0,1,left,MISS B. Griffin 13' Jump Shot,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Right,13.63,Missed,,,,,,,,,,,,,,,,,,
167,PT11M43.00S,2022-10-08T00:07:07.6Z,2,REGULAR,rebound,offensive,[],1628382,,,1610612738,35,22,2022-10-08T00:07:07Z,1670000,,,0,,J. Jackson REBOUND (Off:1 Def:0),[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Mid-Range,8-16 Right,,,166.0,1.0,0.0,1.0,,,,,,,,,,,,,,
169,PT11M27.00S,2022-10-08T00:07:40.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201933,32.24375821287779,72.54901960784314,1610612738,35,22,2022-10-08T00:07:43Z,1690000,-113.0,251.0,1,left,MISS B. Griffin 27' 3PT,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,27.48,Missed,,,,,,,,,,,,,,,,,,
170,PT11M27.00S,2022-10-08T00:07:41.9Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,35,22,2022-10-08T00:07:41Z,1700000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT11M16.00S,2022-10-08T00:07:54.6Z,2,REGULAR,3pt,Jump Shot,[],1630547,92.42772667542707,3.4313725490196134,1610612766,35,22,2022-10-08T00:07:58Z,1710000,-233.0,19.0,1,right,MISS J. Bouknight 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
172,PT11M13.00S,2022-10-08T00:07:57.6Z,2,REGULAR,rebound,defensive,[],201933,,,1610612738,35,22,2022-10-08T00:07:57Z,1720000,,,0,,B. Griffin REBOUND (Off:1 Def:3),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Left Corner 3,24+ Left,,,171.0,4.0,3.0,1.0,,,,,,,,,,,,,,
173,PT11M04.00S,2022-10-08T00:08:07.5Z,2,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612738,35,22,2022-10-08T00:08:17Z,1730000,,,0,,N. Richards shooting personal FOUL (2 PF) (Griffin 2 FT),"[1630208, 201933]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203592.0,2.0,0.0,Griffin,201933.0,,,,,
175,PT11M04.00S,2022-10-08T00:08:34.7Z,2,REGULAR,freethrow,1 of 2,[],201933,,,1610612738,35,23,2022-10-08T00:08:34Z,1750000,,,0,,B. Griffin Free Throw 1 of 2 (1 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
176,PT11M04.00S,2022-10-08T00:08:37.2Z,2,REGULAR,substitution,out,[],1630547,,,1610612738,35,23,2022-10-08T00:08:43Z,1760000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M04.00S,2022-10-08T00:08:37.2Z,2,REGULAR,substitution,in,[],1630163,,,1610612738,35,23,2022-10-08T00:08:43Z,1770000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M04.00S,2022-10-08T00:08:58.3Z,2,REGULAR,freethrow,2 of 2,[],201933,,,1610612738,35,24,2022-10-08T00:08:58Z,1780000,,,0,,B. Griffin Free Throw 2 of 2 (2 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
179,PT10M53.00S,2022-10-08T00:09:10.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,77.71024967148489,93.62745098039215,1610612766,35,24,2022-10-08T00:09:16Z,1790000,218.0,157.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
180,PT10M49.00S,2022-10-08T00:09:15.0Z,2,REGULAR,rebound,defensive,[],1630271,,,1610612738,35,24,2022-10-08T00:09:15Z,1800000,,,0,,B. Thomas REBOUND (Off:0 Def:2),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Right Center,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,
181,PT10M47.00S,2022-10-08T00:09:16.7Z,2,REGULAR,turnover,bad pass,[],1630271,,,1610612738,35,24,2022-10-08T00:09:21Z,1810000,,,0,,B. Thomas bad pass TURNOVER (2 TO),"[1630271, 1626179]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,Rozier,1626179.0,,
182,PT10M47.00S,2022-10-08T00:09:16.7Z,2,REGULAR,steal,,[],1626179,,,1610612766,35,24,2022-10-08T00:09:18Z,1820000,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
183,PT10M41.00S,2022-10-08T00:09:22.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,70.61432325886992,27.696078431372555,1610612766,35,24,2022-10-08T00:09:30Z,1830000,-112.0,224.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
184,PT10M37.00S,2022-10-08T00:09:29.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,35,24,2022-10-08T00:09:29Z,1840000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,183.0,,,,,,,,,,,,,,,,,
186,PT10M37.00S,2022-10-08T00:09:32.2Z,2,REGULAR,substitution,out,[],201933,,,1610612738,35,24,2022-10-08T00:09:34Z,1860000,,,0,,SUB out: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M37.00S,2022-10-08T00:09:32.2Z,2,REGULAR,substitution,in,[],203943,,,1610612738,35,24,2022-10-08T00:09:34Z,1870000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M26.00S,2022-10-08T00:09:56.0Z,2,REGULAR,3pt,Jump Shot,[],1628382,33.55781865965835,54.16666666666667,1610612738,35,24,2022-10-08T00:10:01Z,1880000,-21.0,263.0,1,left,MISS J. Jackson 26' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
189,PT10M22.00S,2022-10-08T00:09:59.6Z,2,REGULAR,rebound,offensive,[],1630271,,,1610612738,35,24,2022-10-08T00:09:59Z,1890000,,,0,,B. Thomas REBOUND (Off:1 Def:2),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Center,,,188.0,3.0,2.0,1.0,,,,,,,,,,,,,,
190,PT10M10.00S,2022-10-08T00:10:11.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,7.539421813403408,31.617647058823522,1610612738,35,24,2022-10-08T00:10:17Z,1900000,92.0,18.0,1,left,MISS P. Pritchard 9' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,9.37,Missed,,,,,,,,,,,,,,,,,,
191,PT10M07.00S,2022-10-08T00:10:15.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,24,2022-10-08T00:10:15Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Right,,,190.0,,,,,,,,,,,,,,,,,
193,PT10M03.00S,2022-10-08T00:10:37.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628382,6.093955321944804,48.0392156862745,1610612738,35,24,2022-10-08T00:10:41Z,1930000,10.0,5.0,1,left,MISS J. Jackson driving Layup,[1628382],1610612738.0,BOS,driving,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
194,PT10M01.00S,2022-10-08T00:10:39.6Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,35,24,2022-10-08T00:10:39Z,1940000,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,193.0,2.0,1.0,1.0,,,,,,,,,,,,,,
195,PT09M54.00S,2022-10-08T00:10:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,92.95335085413929,50.245098039215684,1610612766,35,24,2022-10-08T00:10:50Z,1950000,1.0,14.0,1,right,MISS J. Thor driving Layup,[1630550],1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
196,PT09M51.00S,2022-10-08T00:10:49.3Z,2,REGULAR,rebound,defensive,[],203943,,,1610612738,35,24,2022-10-08T00:10:49Z,1960000,,,0,,N. Vonleh REBOUND (Off:0 Def:4),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,195.0,4.0,4.0,0.0,,,,,,,,,,,,,,
197,PT09M45.00S,2022-10-08T00:10:55.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627774,29.09001314060447,78.43137254901961,1610612738,35,27,2022-10-08T00:11:07Z,1970000,-142.0,221.0,1,left,J. Layman 26' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1627774, 1630202]",1610612738.0,BOS,,,,Layman,J. Layman,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,
199,PT09M20.00S,2022-10-08T00:11:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.29632063074901,50.73529411764706,1610612766,37,27,2022-10-08T00:11:24Z,1990000,4.0,20.0,1,right,T. Rozier driving Layup (4 PTS) (L. Ball 4 AST),"[1626179, 1630163]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,4.0,L. Ball,1630163.0,4.0,,,,,,,,,,
201,PT09M07.00S,2022-10-08T00:11:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628382,6.8823915900131425,50.245098039215684,1610612738,37,29,2022-10-08T00:11:39Z,2010000,-1.0,12.0,1,left,J. Jackson driving finger roll Layup (2 PTS) (J. Layman 1 AST),"[1628382, 1627774]",1610612738.0,BOS,driving finger roll,,,Jackson,J. Jackson,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,J. Layman,1627774.0,1.0,,,,,,,,,,
203,PT08M50.00S,2022-10-08T00:11:50.7Z,2,REGULAR,foul,personal,['3freethrow'],1627774,,,1610612766,37,29,2022-10-08T00:12:04Z,2030000,,,0,,J. Layman shooting personal FOUL (1 PF) (Rozier 3 FT),"[1627774, 1626179]",1610612738.0,BOS,shooting,,,Layman,J. Layman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203592.0,1.0,0.0,Rozier,1626179.0,,,,,
205,PT08M50.00S,2022-10-08T00:12:22.2Z,2,REGULAR,freethrow,1 of 3,[],1626179,,,1610612766,38,29,2022-10-08T00:12:22Z,2050000,,,0,,T. Rozier Free Throw 1 of 3 (5 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
206,PT08M50.00S,2022-10-08T00:12:22.2Z,2,REGULAR,freethrow,2 of 3,[],1626179,,,1610612766,39,29,2022-10-08T00:13:17Z,2060000,,,0,,T. Rozier Free Throw 2 of 3 (6 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
207,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,39,29,2022-10-08T00:12:53Z,2070000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,out,[],1627774,,,1610612766,39,29,2022-10-08T00:12:53Z,2080000,,,0,,SUB out: J. Layman,[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,out,[],1628382,,,1610612766,39,29,2022-10-08T00:12:53Z,2090000,,,0,,SUB out: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,out,[],1630271,,,1610612766,39,29,2022-10-08T00:12:53Z,2100000,,,0,,SUB out: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,39,29,2022-10-08T00:12:53Z,2110000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612766,39,29,2022-10-08T00:12:53Z,2120000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612766,39,29,2022-10-08T00:12:53Z,2130000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M50.00S,2022-10-08T00:12:40.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612766,39,29,2022-10-08T00:12:53Z,2140000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M50.00S,2022-10-08T00:12:22.2Z,2,REGULAR,freethrow,3 of 3,[],1626179,,,1610612766,39,29,2022-10-08T00:13:17Z,2150000,,,0,,MISS T. Rozier Free Throw 3 of 3,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M49.00S,2022-10-08T00:12:23.2Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,39,29,2022-10-08T00:13:17Z,2160000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,,,,
217,PT08M31.00S,2022-10-08T00:13:30.6Z,2,REGULAR,turnover,traveling,[],1629684,,,1610612738,39,29,2022-10-08T00:13:42Z,2170000,,,0,,G. Williams traveling TURNOVER (2 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203592.0,,,,,2.0,,,,
218,PT08M27.00S,2022-10-08T00:13:54.1Z,2,REGULAR,foul,personal,[],1629684,,,1610612766,39,29,2022-10-08T00:14:16Z,2180000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1630163]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,2.0,0.0,Ball,1630163.0,,,,,
220,PT08M27.00S,2022-10-08T00:14:05.8Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,39,29,2022-10-08T00:14:13Z,2200000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M27.00S,2022-10-08T00:14:05.8Z,2,REGULAR,substitution,in,[],1630547,,,1610612766,39,29,2022-10-08T00:14:13Z,2210000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M21.00S,2022-10-08T00:14:21.4Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,39,29,2022-10-08T00:14:26Z,2220000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1627759]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,
223,PT08M21.00S,2022-10-08T00:14:21.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,39,29,2022-10-08T00:14:24Z,2230000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
224,PT08M14.00S,2022-10-08T00:14:28.9Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,39,29,2022-10-08T00:14:40Z,2240000,,,0,,G. Williams step out-of-bounds TURNOVER (3 TO),[1629684],1610612738.0,BOS,step,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,2534.0,,,,,3.0,,,,
225,PT08M03.00S,2022-10-08T00:14:52.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630163,88.48554533508542,29.411764705882348,1610612766,39,29,2022-10-08T00:15:01Z,2250000,-103.0,56.0,1,right,MISS L. Ball 11' Jump Shot,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,11.7,Missed,,,,,,,,,,,,,,,,,,
226,PT07M57.00S,2022-10-08T00:14:58.9Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,39,29,2022-10-08T00:14:58Z,2260000,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,225.0,3.0,1.0,2.0,,,,,,,,,,,,,,
227,PT07M57.00S,2022-10-08T00:14:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,41,29,2022-10-08T00:14:58Z,2270000,0.0,0.0,1,right,N. Richards putback Layup (3 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,3.0,,,,,,,,,,,,,
228,PT07M47.00S,2022-10-08T00:15:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.18988173455979,36.51960784313726,1610612738,41,31,2022-10-08T00:29:11Z,2280000,67.0,71.0,1,left,D. White 9' pullup Jump Shot (10 PTS) (N. Vonleh 1 AST),"[1628401, 203943]",1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,9.83,Made,,,,,10.0,N. Vonleh,203943.0,1.0,,,,,,,,,,
230,PT07M31.00S,2022-10-08T00:15:24.9Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612766,41,31,2022-10-08T00:15:41Z,2300000,,,0,,D. White shooting personal FOUL (1 PF) (Ball 2 FT),"[1628401, 1630163]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,Ball,1630163.0,,,,,
232,PT07M31.00S,2022-10-08T00:16:05.4Z,2,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,42,31,2022-10-08T00:16:05Z,2320000,,,0,,L. Ball Free Throw 1 of 2 (16 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
233,PT07M31.00S,2022-10-08T00:16:06.5Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,42,31,2022-10-08T00:16:13Z,2330000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M31.00S,2022-10-08T00:16:06.5Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,42,31,2022-10-08T00:16:13Z,2340000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M31.00S,2022-10-08T00:16:06.5Z,2,REGULAR,substitution,in,[],203486,,,1610612766,42,31,2022-10-08T00:16:13Z,2350000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M31.00S,2022-10-08T00:16:06.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,42,31,2022-10-08T00:16:13Z,2360000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M31.00S,2022-10-08T00:16:29.0Z,2,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,43,31,2022-10-08T00:16:29Z,2370000,,,0,,L. Ball Free Throw 2 of 2 (17 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
238,PT07M17.00S,2022-10-08T00:16:46.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,26.987516425755587,81.12745098039215,1610612738,43,34,2022-10-08T00:16:56Z,2380000,-156.0,201.0,1,left,D. White 25' 3PT  (13 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.43,Made,,,,,13.0,J. Brown,1627759.0,1.0,,,,,,,,,,
240,PT07M02.00S,2022-10-08T00:16:59.4Z,2,REGULAR,3pt,Jump Shot,[],1630547,66.27792378449408,46.32352941176471,1610612766,43,34,2022-10-08T00:17:05Z,2400000,-18.0,264.0,1,right,MISS J. Bouknight 26' step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,
241,PT06M59.00S,2022-10-08T00:17:02.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,43,34,2022-10-08T00:17:02Z,2410000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,240.0,3.0,3.0,0.0,,,,,,,,,,,,,,
242,PT06M54.00S,2022-10-08T00:17:07.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,8.065045992115643,47.549019607843135,1610612738,43,34,2022-10-08T00:31:00Z,2420000,12.0,23.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
243,PT06M52.00S,2022-10-08T00:17:09.4Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,43,34,2022-10-08T00:31:00Z,2430000,,,0,,J. Bouknight REBOUND (Off:0 Def:2),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT06M48.00S,2022-10-08T00:17:13.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,84.4119579500657,96.56862745098039,1610612766,46,34,2022-10-08T00:31:53Z,2440000,233.0,94.0,1,right,K. Oubre Jr. 25' 3PT running (8 PTS) (L. Ball 5 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right,25.11,Made,,,,,8.0,L. Ball,1630163.0,5.0,,,,,,,,,,
246,PT06M26.00S,2022-10-08T00:17:35.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,9.904730617608408,39.950980392156865,1610612738,46,34,2022-10-08T00:17:40Z,2460000,50.0,41.0,1,left,MISS D. White 6' floating Shot,[1628401],1610612738.0,BOS,floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
247,PT06M22.00S,2022-10-08T00:17:39.3Z,2,REGULAR,rebound,offensive,[],203943,,,1610612738,46,34,2022-10-08T00:17:39Z,2470000,,,0,,N. Vonleh REBOUND (Off:1 Def:4),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,246.0,5.0,4.0,1.0,,,,,,,,,,,,,,
248,PT06M22.00S,2022-10-08T00:17:39.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203943,5.590000152587891,50.0,1610612738,46,36,2022-10-08T00:17:39Z,2480000,0.0,0.0,1,left,N. Vonleh putback Layup (4 PTS),[203943],1610612738.0,BOS,putback,,,Vonleh,N. Vonleh,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
249,PT06M07.00S,2022-10-08T00:17:54.6Z,2,REGULAR,3pt,Jump Shot,[],1629023,68.24901445466492,36.51960784313726,1610612766,46,36,2022-10-08T00:17:58Z,2490000,-67.0,246.0,1,right,MISS P. Washington 25' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
250,PT06M05.00S,2022-10-08T00:17:56.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,46,36,2022-10-08T00:17:56Z,2500000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,249.0,4.0,4.0,0.0,,,,,,,,,,,,,,
